Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
The Hateful Eight,Crime-Drama-Mystery-Western,en,Double Feature Films,United States of America,2015,$44000000,$155760117.0
The Grace Card,Drama,en,GraceWorks Pictures,United States of America,2011,$200000,$2295733.0
The Grand Budapest Hotel,Comedy-Drama,en,Fox Searchlight Pictures,United Kingdom,2014,$30000000,$174600318.0
Boyhood,Drama,en,IFC Films,United States of America,2014,$4000000,$44349000.0
Stand by Me Doraemon,Fantasy-Animation-Family,ja,Toho,Japan,2014,$35000000,$83061158.0
Man-Thing,Action-Horror-Science Fiction,en,Lions Gate Films,Australia,2005,$7500000,$143000.0
Little Big Man,Adventure-Western-History,en,Cinema Center Films,United States of America,1970,$15000000,$31559552.0
The Ref,Comedy,en,Touchstone Pictures,United States of America,1994,$11000000,$11439193.0
Mocca- Life Keeps on Turning,Documentary-Music,en,none,Indonesia,2011,$5000,$10000.0
The Nutcracker,Family-Fantasy-Music,en,Warner Bros. Family Entertainment,United States of America,1993,$19000000,$2119994.0
Fantastic Beasts and Where to Find Them,Family-Fantasy,en,Heyday films,United Kingdom,2016,$180000000,$809342332.0
Paparazzi,Action-Drama-Thriller,en,Icon Productions,United States of America,2004,$20000000,$16605763.0
Everest,Adventure-Drama,en,Universal Pictures,Iceland,2015,$55000000,$203427584.0
Gladiator,Action-Drama-Adventure,en,DreamWorks SKG,United Kingdom,2000,$103000000,$457640427.0
Heropanti,Romance-Action,hi,Nadiadwala Grandsons,India,2014,$4200000,$10000000.0
Abandon,Drama-Mystery-Thriller,en,Paramount Pictures,Australia,2002,$25000000,$10719357.0
Bombay Velvet,Crime-Drama-Thriller,hi,Phantom Productions,India,2015,$18000000,$1500000.0
Perfume- The Story of a Murderer,Crime-Fantasy-Drama,en,Davis-Films,Spain,2006,$50000000,$132180323.0
The Chase,Comedy-Thriller-Action-Crime,en,Twentieth Century Fox Film Corporation,United States of America,1994,$26000000,$8009329.0
Phenomenon,Drama-Fantasy-Romance-Science Fiction,en,Touchstone Pictures,United States of America,1996,$32000000,$152036382.0
The Aristocats,Animation-Comedy-Family-Adventure,en,Walt Disney Productions,United States of America,1970,$4000000,$55675257.0
Cats & Dogs,Comedy-Family,en,Village Roadshow Pictures,United States of America,2001,$60000000,$93375151.0
Back to the Future,Adventure-Comedy-Science Fiction-Family,en,Universal Pictures,United States of America,1985,$19000000,$381109762.0
Chicago,Action-Comedy-Crime-Drama-Music,en,Miramax Films,United States of America,2002,$45000000,$306776732.0
The Isle,Drama-Thriller,,Myung Film Company,South Korea,2000,$50000,$21075.0
Simply Irresistible,Comedy,en,New Regency Pictures,United States of America,1999,$6000000,$4398989.0
Pitch Perfect 2,Comedy-Music,en,Universal Pictures,United States of America,2015,$29000000,$287506194.0
The Longest Ride,Drama-Romance,en,Fox 2000 Pictures,United States of America,2015,$34000000,$63013281.0
10000 BC,Adventure-Action-Drama-Fantasy,en,Centropolis Entertainment,United States of America,2008,$105000000,$266000000.0
Halo Legends,Action-Animation-Science Fiction,en,Microsoft,Japan,2010,$100000,$1000000.0
Micmacs,Action-Comedy-Crime,fr,France 2 Cinema,France,2009,$33000000,$14000000.0
Natural Born Killers,Crime-Thriller-Drama,en,Regency Enterprises,United States of America,1994,$34000000,$50282766.0
Ice Age- Continental Drift,Animation-Comedy-Adventure-Family,en,Blue Sky Studios,United States of America,2012,$95000000,$877244782.0
Doraemon- Nobita and the Tin Labyrinth,Adventure-Animation,ja,Asatsu DK,Japan,1993,$4000000,$14800000.0
Ernest Goes to Camp,Comedy-Family,en,Touchstone Pictures,United States of America,1987,$3000000,$23509382.0
Agent Cody Banks 2- Destination London,Comedy,en,Splendid Pictures,United States of America,2004,$26000000,$28818995.0
Ennai Thalatta Varuvala,Drama-Romance,ta,none,India,2003,$500000,$500000.0
Raising Cain,Drama-Horror-Thriller-Crime,en,Universal Pictures,United States of America,1992,$12000000,$37170057.0
Arrambam,Action-Thriller-Drama,en,Sri Sathya Sai Movies,India,2013,$9200000,$21000000.0
Kissing Jessica Stein,Comedy,en,Fox Searchlight Pictures,United States of America,2001,$1000000,$10013424.0
Collateral,Drama-Crime-Thriller,en,Paramount Pictures,United States of America,2004,$65000000,$217764291.0
Old School,Comedy,en,DreamWorks SKG,United States of America,2003,$24000000,$87055349.0
The Assassination of Jesse James by the Coward Robert Ford,Action-Drama-Western,en,Plan B Entertainment,Canada,2007,$30000000,$14711793.0
The Private Life of Sherlock Holmes,Adventure-Comedy-Crime-Mystery-Romance-Thriller,en,United Artists,United Kingdom,1970,$10000000,$1500000.0
Superman The Movie Restored International Cut,Action-Adventure-Drama-Family-Romance-Science Fiction,en,International Film Productions,United Kingdom,1978,$55000000,$134218018.0
Alice in Wonderland,Animation-Adventure-Family-Fantasy,en,RKO Radio Pictures,United States of America,1951,$3000000,$572000000.0
The Texas Chainsaw Massacre,Horror,en,New Line Cinema,United States of America,2003,$9500000,$107071655.0
The Naked Gun- From the Files of Police Squad,Comedy-Crime,en,Paramount Pictures,United States of America,1988,$12000000,$78756177.0
Red Dragon,Crime-Thriller-Horror,en,Universal Pictures,Germany,2002,$78000000,$209196298.0
Rushmore,Comedy-Drama,en,Touchstone Pictures,United States of America,1998,$9000000,$17096053.0
Hard Target,Action-Adventure-Crime-Thriller,en,Universal Pictures,United States of America,1993,$18000000,$74189677.0
The Gold Rush,Adventure-Comedy-Drama,en,Charles Chaplin Productions,United States of America,1925,$923000,$2500000.0
Chikku Bhukku,Romance-Drama,ta,none,India,2010,$3000000,$10000000.0
Chennai 60028,Comedy,ta,Capital Film Works,India,2007,$470000,$3800000.0
James and the Giant Peach,Adventure-Animation-Family,en,Walt Disney Pictures,United States of America,1996,$38000000,$28921264.0
Corky Romano,Action-Comedy-Crime,,Robert Simonds Productions,United States of America,2001,$11000000,$23978402.0
Body Double,Crime-Mystery-Horror-Thriller,en,Columbia Pictures Corporation,United States of America,1984,$10000000,$8801940.0
Running Time,Crime,en,Blood Money Partners LP,United States of America,1997,$130000,$1596.0
Identity,Mystery-Thriller,en,Konrad Pictures,United States of America,2003,$30000000,$90259536.0
How the Grinch Stole Christmas,Family-Comedy-Fantasy,en,Imagine Entertainment,Germany,2000,$123000000,$345141403.0
The Perfect Storm,Drama,en,Warner Bros.,United States of America,2000,$120000000,$325756637.0
Ender's Game,Science Fiction-Action-Adventure,en,Summit Entertainment,United States of America,2013,$110000000,$125537191.0
Crimson Tide,Action-Thriller-Drama,en,Hollywood Pictures,United States of America,1995,$53000000,$157387195.0
Chloe,Drama-Thriller-Mystery,en,StudioCanal,France,2009,$15000000,$8459458.0
Hotel Transylvania,Animation-Comedy-Family-Fantasy,en,Columbia Pictures,United States of America,2012,$85000000,$358375603.0
Tamara,Fantasy-Horror-Thriller,en,Lions Gate Films,United States of America,2005,$4750000,$206871.0
Six Days Seven Nights,Action-Adventure-Comedy-Romance,en,Caravan Pictures,United States of America,1998,$70000000,$164000000.0
Blade,Horror-Action,en,New Line Cinema,United States of America,1998,$45000000,$131183530.0
Because of Winn-Dixie,Comedy-Drama-Family,en,Twentieth Century Fox Film Corporation,United States of America,2005,$14000000,$32645546.0
Money Train,Action-Comedy-Crime,en,Columbia Pictures,United States of America,1995,$60000000,$35431113.0
Bachna Ae Haseeno,Drama-Comedy-Romance,hi,Yash Raj Films,Australia,2008,$2400000,$9600000.0
My Big Fat Greek Wedding,Comedy-Drama-Romance,en,MPH Entertainment,Canada,2002,$5000000,$368744044.0
The Innkeepers,Horror-Thriller,en,Glass Eye Pix,United States of America,2011,$750000,$78396.0
The Two Jakes,Crime-Drama-Mystery,en,Paramount Pictures,United States of America,1990,$19000000,$10000000.0
War of the Arrows,Drama-Action-History-Thriller,ko,Lotte Entertainment,South Korea,2011,$8000000,$49000000.0
Legend,Crime-Thriller,en,Working Title Films,United Kingdom,2015,$25000000,$42972994.0
The Shawshank Redemption,Drama-Crime,en,Castle Rock Entertainment,United States of America,1994,$25000000,$28341469.0
What's Eating Gilbert Grape,Romance-Drama,en,Paramount Pictures,United States of America,1993,$11000000,$30000000.0
Jai Surya,Action-Drama-Foreign,en,Guru Films,India,2004,$500000,$500000.0
Earth to Echo,Family-Adventure-Science Fiction,en,Walt Disney Studios Motion Pictures,United States of America,2014,$13000000,$45300000.0
10 Things I Hate About You,Comedy-Romance-Drama,en,Mad Chance,United States of America,1999,$16000000,$53478166.0
The Adventures of Pluto Nash,Action-Comedy-Science Fiction,en,Village Roadshow Pictures,Australia,2002,$100000000,$7103973.0
A Four Letter Word,Comedy-Romance,en,TLA Releasing,United States of America,2008,$125000,$72348.0
The Punisher,Action-Crime-Drama,en,Lions Gate Films,Germany,2004,$33000000,$54700105.0
Star Trek- Generations,Science Fiction-Action-Adventure-Thriller,en,Paramount Pictures,United States of America,1994,$38000000,$120000000.0
A Perfect World,Crime-Drama-Thriller,en,Malpaso Productions,United States of America,1993,$30000000,$135130999.0
I Not Stupid,,zh,Mediacorp Raintree Pictures,Singapore,2002,$710000,$2700000.0
Nobel Son,Comedy-Crime-Drama-Thriller,en,Gimme Five Films,United States of America,2007,$4000000,$333912.0
The Light Between Oceans,Drama,en,DreamWorks SKG,New Zealand,2016,$20000000,$12533911.0
District B13,Action-Thriller-Science Fiction,fr,Canal Plus,France,2004,$12000000,$9584131.0
Cube,Thriller-Science Fiction-Mystery,en,Telefilm Canada,Canada,1997,$250000,$501818.0
Joe,Drama,en,Worldview Entertainment,United States of America,2014,$4000000,$2365467.0
Transporter 2,Action-Thriller-Crime,en,Canal Plus,France,2005,$32000000,$85167639.0
Take Me Home Tonight,Comedy-Drama-Romance,en,Imagine Entertainment,United States of America,2011,$19000000,$6928068.0
The Longest Yard,Crime-Comedy-Drama,en,Paramount Pictures,United States of America,1974,$2900000,$43008075.0
Universal Soldier- Day of Reckoning,Thriller-Action-Science Fiction-Horror-Mystery,en,Signature Pictures,United States of America,2012,$11500000,$1402307.0
Joyeux Noel,Romance-Drama-History-War-Music,,Senator Film Produktion,Belgium,2005,$22000000,$17709155.0
The Forest,Horror-Thriller,en,Lava Bear Films,United States of America,2016,$10000000,$40055439.0
Escape from New York,Science Fiction-Action,en,AVCO Embassy Pictures,United States of America,1981,$6000000,$50244700.0
House of Sand and Fog,Drama,en,DreamWorks SKG,United States of America,2003,$16500000,$16942795.0
The Insider,Drama-Thriller,en,Spyglass Entertainment,United States of America,1999,$90000000,$60289912.0
The Long Riders,Western-History,en,United Artists,United States of America,1980,$10000000,$15795189.0
The Grudge 2,Horror-Thriller,en,Columbia Pictures Corporation,United States of America,2006,$20000000,$39143839.0
Hotel for Dogs,Comedy-Family,en,DreamWorks SKG,United States of America,2009,$35000000,$73034460.0
The Fighter,Drama,en,Paramount Pictures,United States of America,2010,$25000000,$93617009.0
Men in Black II,Action-Adventure-Comedy-Science Fiction,en,Columbia Pictures,United States of America,2002,$140000000,$441818803.0
Funny People,Comedy-Drama,en,Columbia Pictures,United States of America,2009,$75000000,$61458982.0
Miracle at St. Anna,Drama-War,en,Rai Cinema,Italy,2008,$45000000,$9323833.0
The Ring Two,Drama-Horror-Thriller,en,DreamWorks,United States of America,2005,$50000000,$161451538.0
What's Your Number-,Comedy-Romance,en,Regency Enterprises,United States of America,2011,$20000000,$30426096.0
Spy Kids,Action-Comedy-Family-Adventure,en,Dimension Films,United States of America,2001,$35000000,$147934180.0
National Treasure- Book of Secrets,Action-Adventure-Mystery-Thriller,en,Jerry Bruckheimer Films,United States of America,2007,$130000000,$457363168.0
Vaaranam Aayiram,Drama-Comedy-Thriller-Romance,ta,none,India,2008,$3000000,$14000000.0
The Karate Kid,Drama,en,Columbia Pictures Corporation,United States of America,1984,$8000000,$90815558.0
Top Dog,Action-Adventure-Comedy-Family-Thriller,en,none,United States of America,1995,$6000000,$5093707.0
Beetlejuice,Fantasy-Comedy,en,Geffen Company,United States of America,1988,$15000000,$73326666.0
American Graffiti,Comedy-Drama,en,Lucasfilm,United States of America,1973,$777000,$140000000.0
Unfinished Business,Comedy,en,Studio Babelsberg,United States of America,2015,$35000000,$14431253.0
The Expendables,Thriller-Adventure-Action,en,Millennium Films,United States of America,2010,$80000000,$274470394.0
Mr. Deeds,Comedy-Romance,en,New Line Cinema,United States of America,2002,$50000000,$171269535.0
Quantum of Solace,Adventure-Action-Thriller-Crime,en,Eon Productions,United Kingdom,2008,$200000000,$586090727.0
The Fox and the Hound,Adventure-Animation-Drama-Family,en,Walt Disney Productions,United States of America,1981,$12000000,$29800000.0
Reindeer Games,Thriller,en,Dimension Films,United States of America,2000,$42000000,$32168970.0
Mulholland Drive,Thriller-Drama-Mystery,en,Asymmetrical Productions,France,2001,$15000000,$20117339.0
Rashomon,Crime-Drama-Mystery,ja,Daiei Motion Picture Company,Japan,1950,$250000,$96568.0
Coraline,Animation-Family,en,Focus Features,United States of America,2009,$60000000,$124596398.0
Wet Hot American Summer,Comedy,en,Eureka Pictures,United States of America,2001,$5000000,$295206.0
The Shack,Drama-Fantasy,en,Summit Entertainment,United States of America,2017,$20000000,$56706948.0
Extreme Ops,Action-Adventure-Drama-Thriller,en,Paramount Pictures,United States of America,2002,$40000000,$10959475.0
The Cider House Rules,Drama,en,Nina Saxon Film Design,United States of America,1999,$24000000,$88545092.0
Farewell to the King,War-Adventure,en,Orion Pictures,United States of America,1989,$16000000,$2420917.0
D'Unbelievables One Hell of a Do,Adventure-Comedy-Drama-Family-Music-TV Movie,en,Southern Comedy Theatre Company,Ireland,2011,$20000,$50000.0
Jism,Thriller,hi,Fish Eye Network [P] Ltd,India,2003,$501717,$5481471.0
El Mariachi,Action-Crime-Thriller,es,Columbia Pictures,Mexico,1992,$220000,$2040920.0
Where the Heart Is,Comedy-Drama-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2000,$15000000,$33771174.0
Ernest & Celestine,Animation-Comedy-Drama-Family,fr,StudioCanal,Belgium,2012,$12516654,$8109160.0
Pet Sematary,Drama-Horror,en,Paramount Pictures,United States of America,1989,$11500000,$57469467.0
Empire,Action-Drama,en,Universal Studios,United States of America,2002,$4000000,$18591272.0
Next Friday,Comedy,en,New Line Cinema,United States of America,2000,$11000000,$59827328.0
The Others,Horror-Drama-Mystery-Thriller,en,Cruise-Wagner Productions,France,2001,$17000000,$209947037.0
New Perfect Two,Drama-Family,zh,none,Taiwan,2012,$8456800,$5750000.0
Total Recall,Action-Science Fiction-Adventure-Thriller,en,Columbia Pictures,Canada,2012,$125000000,$198802074.0
Dark Angel,Action-Thriller-Science Fiction-Crime-Horror,en,Epic Productions,United States of America,1990,$7000000,$9229401.0
National Lampoon's Vacation,Comedy-Adventure-Romance,en,Warner Bros.,United States of America,1983,$15000000,$61399552.0
Thunderball,Adventure-Action-Thriller,en,Eon Productions,Bahamas,1965,$5500000,$141195658.0
Small Soldiers,Comedy-Adventure-Fantasy-Science Fiction-Action,en,Universal Pictures,United States of America,1998,$40000000,$54682547.0
The Transformers- The Movie,Animation,en,De Laurentiis Entertainment Group (DEG),United States of America,1986,$6000000,$5849647.0
Eesan,Thriller-Drama,ta,Company Pictures,India,2010,$3000000,$10000000.0
The Deep End of the Ocean,Drama-Mystery,en,Columbia Pictures Corporation,United States of America,1999,$38000000,$28121100.0
Vishwaroopam,Action-Crime-Thriller,ta,Aascar Films,India,2013,$17000000,$51000000.0
Aaha Kalyanam,Romance-Comedy,ta,Yash Raj Films,India,2014,$1500000,$6500000.0
The Dead Zone,Thriller-Horror-Science Fiction,en,Paramount Pictures,United States of America,1983,$10000000,$20766616.0
Mary Jane's Not a Virgin Anymore,Comedy-Drama,en,none,United States of America,1998,$50000,$27.0
Fled,Action-Comedy-Thriller,en,Metro-Goldwyn-Mayer (MGM),United States of America,1996,$25000000,$17193231.0
By the Sea,Drama-Romance,en,Plan B Entertainment,France,2015,$10000000,$3727746.0
Room,Drama-Thriller,en,Telefilm Canada,Canada,2015,$6000000,$35401758.0
The Young and Prodigious T.S. Spivet,Adventure-Drama-Family,en,Epithete Films,Canada,2013,$33000000,$9494789.0
Nanny McPhee and the Big Bang,Comedy-Fantasy,en,Universal Pictures,United States of America,2010,$35000000,$93246388.0
Aliens in the Attic,Adventure-Comedy-Family-Fantasy-Science Fiction,en,Twentieth Century Fox Film Corporation,Canada,2009,$45000000,$57881056.0
For a Few Dollars More,Western,it,Constantin Film Produktion,Italy,1965,$600000,$15000000.0
Enemy at the Gates,War,en,Paramount Pictures,Ireland,2001,$70000000,$96976270.0
Loham,Action-Thriller,ml,Aashirvad Cinemas,India,2015,$1050255,$2250547.0
Seven Psychopaths,Comedy-Crime,en,Blueprint Pictures,United Kingdom,2012,$15000000,$19422261.0
The Dead Walk,Horror,en,Roadkill Cinema Productions,United States of America,2008,$50000,$1200000.0
Behind the Burly Q,Documentary,en,Mistress Inc.,United States of America,2010,$250000,$23859.0
A Street Cat Named Bob,Drama-Family-Comedy,en,Prescience,United Kingdom,2016,$8000000,$35070000.0
Sweet Charity,Comedy-Drama-Music-Romance,en,Universal Pictures,United States of America,1969,$8000000,$20000000.0
The House,Drama,,Sri Kala International,India,1988,$20000,$120000.0
Dances with Wolves,Adventure-Drama-Western,en,Tig Productions,United Kingdom,1990,$22000000,$424208848.0
Under Siege,Action-Thriller,en,Regency Enterprises,France,1992,$35000000,$156563139.0
Mobsters,Drama-Action-Thriller-Crime,en,Universal Pictures,United States of America,1991,$23000000,$20246790.0
The French Connection,Action-Crime-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1971,$1800000,$41158757.0
The Magnificent Seven,Western,en,The Mirisch Corporation,United States of America,1960,$2000000,$4905000.0
Tangled,Animation-Family,en,Walt Disney Pictures,United States of America,2010,$260000000,$591794936.0
Dead Ringers,Drama-Horror-Thriller,en,Telefilm Canada,Canada,1988,$13000000,$8038508.0
Chariots of Fire,Drama-History,en,Twentieth Century Fox Film Corporation,United Kingdom,1981,$5500000,$58972904.0
Alvin and the Chipmunks- Chipwrecked,Comedy-Fantasy-Family-Music-Animation,en,Fox 2000 Pictures,United States of America,2011,$75000000,$342695435.0
Steal Big Steal Little,Comedy-Drama,en,Savoy Pictures,United States of America,1995,$25000000,$6278139.0
Narco,Comedy,en,StudioCanal,France,2004,$823258,$823258.0
Happy Feet,Animation-Comedy,en,Kennedy Miller Productions,Australia,2006,$100000000,$384335608.0
Casino Jack,Crime-Comedy-Drama,en,An Olive Branch Productions,Canada,2010,$12500000,$1083683.0
The Faculty,Horror-Mystery-Science Fiction,en,Dimension Films,United States of America,1998,$15000000,$40283321.0
Oblivion,Action-Science Fiction-Adventure-Mystery,en,Universal Pictures,United States of America,2013,$120000000,$286168572.0
Police Academy,Comedy-Crime,en,Warner Bros.,United States of America,1984,$4500000,$146198896.0
A Yank at Oxford,Drama-Romance,en,Metro-Goldwyn-Mayer British Studios,United Kingdom,1938,$1374000,$2736000.0
Armed and Dangerous,Action-Comedy-Crime,en,Columbia Pictures,United States of America,1986,$12000000,$15945534.0
Sweet Sweetback's Baadasssss Song,Action-Drama-Romance,en,Yeah,United States of America,1971,$150000,$15200000.0
Paranormal Activity 4,Horror,en,Paramount Pictures,United States of America,2012,$5000000,$142817992.0
For the First Time,Drama-Romance,tl,ABS-CBN Film Productions,Greece,2008,$799634,$3036326.0
The Perfect Guy,Drama-Thriller,en,Screen Gems,United States of America,2015,$12000000,$60273173.0
Subway,Action-Thriller,fr,Gaumont,France,1985,$2000000,$390659.0
Kiki's Delivery Service,Animation-Adventure-Drama-Fantasy,ja,Studio Ghibli,Japan,1989,$6900000,$18172849.0
Universal Soldier- The Return,Action-Science Fiction,en,TriStar Pictures,United States of America,1999,$45000000,$10667893.0
Zid,Thriller-Romance,en,none,India,2014,$1556288,$1268395.0
American History X,Drama,en,New Line Cinema,United States of America,1998,$20000000,$23875127.0
Lolita,Drama-Romance,en,Pathe,France,1997,$62000000,$1060056.0
Southpaw,Action-Drama,en,Escape Artists,United States of America,2015,$30000000,$91709827.0
A Thousand Words,Drama-Comedy,en,Paramount Pictures,United States of America,2012,$40000000,$22044277.0
City Heat,Action-Comedy-Crime,en,Warner Bros.,United States of America,1984,$25000000,$38348988.0
August Rush,Drama,en,Warner Bros.,United States of America,2007,$25000000,$66122026.0
The House on Sorority Row,Horror-Mystery-Thriller,en,VAE Productions,United States of America,1983,$425000,$10604986.0
Bridge of Spies,Thriller-Drama,en,DreamWorks SKG,India,2015,$40000000,$165478348.0
Intolerable Cruelty,Crime-Comedy-Romance,en,Imagine Entertainment,United States of America,2003,$60000000,$119940815.0
Race to Witch Mountain,Adventure-Family-Fantasy-Science Fiction-Thriller-Action,en,Walt Disney Pictures,United States of America,2009,$50000000,$106303988.0
Ernest Saves Christmas,Comedy-Family,en,Touchstone Pictures,United States of America,1988,$6000000,$28202109.0
In Time,Action-Thriller-Science Fiction,en,Regency Enterprises,United States of America,2011,$40000000,$173930596.0
Tomorrowland,Adventure-Family-Mystery-Science Fiction,en,Walt Disney Pictures,United States of America,2015,$190000000,$209154322.0
9,Action-Adventure-Animation-Science Fiction-Thriller,en,Focus Films,United States of America,2009,$30000000,$48428063.0
Street Kings,Action-Crime-Drama-Thriller,en,Fox Searchlight Pictures,United States of America,2008,$20000000,$65569869.0
The Ugly Truth,Comedy-Romance,en,Lakeshore Entertainment,United States of America,2009,$38000000,$205298907.0
Aasai,Action-Romance,en,none,India,1995,$500000,$500000.0
Christian Brothers,Action-Drama,ml,AVA Productions,United Kingdom,2011,$1200000,$2400000.0
Harper,Action-Drama-Thriller-Crime-Mystery,en,Warner Bros.,United States of America,1966,$3500000,$12000000.0
The Cheat,Drama,en,Jesse L. Lasky Feature Play Company,United States of America,1915,$17311,$137365.0
The Interpreter,Crime-Thriller,en,Universal Pictures,France,2005,$80000000,$162944923.0
12 Angry Men,Drama,en,United Artists,United States of America,1957,$340000,$1000000.0
7 annos de matrimonio,Comedy-Romance,es,Quality Films Entertainment,Mexico,2013,$1500000,$193081.0
UFC 102- Couture vs. Nogueira,,en,none,United States of America,2009,$1285000,$1920000.0
Spice World,Adventure-Fantasy-Drama-Comedy-Music,en,Columbia Pictures Corporation,United Kingdom,1997,$25000000,$100000000.0
Final Destination 5,Horror-Mystery,en,New Line Cinema,United States of America,2011,$47000000,$157887643.0
Racing Stripes,Comedy,en,Alcon Entertainment,United States of America,2005,$30000000,$93772522.0
The Super,Comedy,en,JVC Entertainment,Japan,1991,$22000000,$11000863.0
Life of Crime,Comedy-Crime,,Gotham Group,United States of America,2013,$12000000,$1456675.0
Strangers on a Train,Crime-Drama-Thriller,en,Warner Bros.,United States of America,1951,$1200000,$7000000.0
Henry's Crime,Crime-Comedy,en,Company Films,United States of America,2010,$12000000,$204940.0
The Way of the Dragon,Action-Crime,cn,Golden Harvest Company,Hong Kong,1972,$130000,$85000000.0
The Adjustment Bureau,Science Fiction-Thriller-Romance,en,Universal Pictures,United States of America,2011,$50200000,$127869379.0
Yennai Arindhaal,Romance-Thriller-Drama-Action,ta,Shri Sai Raam Creations,India,2015,$7900000,$16000000.0
Narc,Action-Crime-Drama-Thriller,en,Paramount Pictures,Canada,2002,$6500000,$12633747.0
Admission,Comedy-Drama-Romance,en,Focus Features,United States of America,2013,$13000000,$18000000.0
The Spy Who Loved Me,Adventure-Action-Thriller,en,United Artists,United Kingdom,1977,$14000000,$185438673.0
The Eye,Drama-Horror-Thriller,en,Paramount Vantage,United States of America,2008,$12000000,$56309766.0
Prêt-a-Porter,Drama-Comedy,en,Miramax Films,United States of America,1994,$15000000,$11300653.0
The Virgin Suicides,Drama-Romance,en,American Zoetrope,United States of America,1999,$6000000,$10409377.0
Hostage,Mystery-Drama-Thriller-Crime,en,Miramax Films,Germany,2005,$52000000,$77944725.0
Brothers,Drama-Thriller-War,en,Lionsgate,United States of America,2009,$26000000,$43318349.0
Lara Croft Tomb Raider- The Cradle of Life,Action-Adventure-Fantasy-Thriller,en,Paramount Pictures,United States of America,2003,$95000000,$156505388.0
The Last Airbender,Action-Adventure-Family-Fantasy,en,Paramount Pictures,United States of America,2010,$150000000,$318502923.0
Surviving Christmas,Comedy-Romance,en,DreamWorks SKG,United States of America,2004,$45000000,$14793624.0
Deep Impact,Action-Drama-Romance,en,Paramount Pictures,United States of America,1998,$75000000,$140464664.0
Touch of Evil,Drama-Thriller-Crime,en,Universal International Pictures (UI),United States of America,1958,$829000,$2247465.0
Boiler Room,Crime-Drama-Thriller,en,New Line Cinema,United States of America,2000,$26000000,$28780255.0
Mickey,Comedy-Drama,en,Mabel Normand Feature Film Company,United States of America,1918,$250000,$8000000.0
Herbie Fully Loaded,Comedy-Family-Adventure-Fantasy-Romance,en,Walt Disney Pictures,United States of America,2005,$50000000,$66002004.0
Tanu Weds Manu,Drama-Comedy-Romance-Foreign,hi,Paramhans Creation,India,2011,$400000,$252000.0
Harry Potter and the Deathly Hallows- Part 2,Adventure-Fantasy,en,Warner Bros.,United Kingdom,2011,$125000000,$1342000000.0
Capone,Crime-Drama,en,Santa Fe Productions (I),United States of America,1975,$970000,$2000000.0
Ex Machina,Drama-Science Fiction,en,DNA Films,United Kingdom,2015,$15000000,$36869414.0
The Bounty,Action-Drama-History,en,Dino De Laurentiis Company,United States of America,1984,$25000000,$8613462.0
Kadhal Mannan,Romance,ta,none,India,1998,$500000,$500000.0
Night on Earth,Comedy-Drama,en,Channel Four Films,Germany,1991,$3500000,$2015810.0
Baby Geniuses,Science Fiction-Comedy-Family,en,TriStar Pictures,United States of America,1999,$12000000,$36450736.0
We Don't Live Here Anymore,Drama-Romance,en,Front Street Productions,United States of America,2004,$3000000,$2037545.0
Shaft's Big Score,Action-Adventure-Crime-Mystery,en,Metro-Goldwyn-Mayer (MGM),United States of America,1972,$1978000,$10000000.0
Honey I Shrunk the Kids,Adventure-Comedy-Family-Science Fiction,en,Buena Vista,United States of America,1989,$32000000,$222724172.0
Fletch Lives,Comedy-Crime-Mystery,en,Universal Pictures,United States of America,1989,$8045760,$35150960.0
Down and Out in Beverly Hills,Comedy,en,Touchstone Pictures,United States of America,1986,$14000000,$62134225.0
The Legend of Bhagat Singh,Drama-History,hi,none,India,2002,$3000000,$6000000.0
Pretty Woman,Romance-Comedy,en,Touchstone Pictures,United States of America,1990,$14000000,$463000000.0
The Man with the Golden Gun,Adventure-Action-Thriller,en,United Artists,United Kingdom,1974,$7000000,$97572000.0
Moon,Science Fiction-Drama,en,Liberty Films UK,United Kingdom,2009,$5000000,$9760104.0
Supernova,Horror-Science Fiction-Thriller,en,United Artists,Switzerland,2000,$90000000,$14828081.0
Dark Regrets,Thriller-Drama,en,none,New Zealand,2010,$8000,$600.0
A Passage to India,Drama-Adventure-History,en,Columbia Pictures,United Kingdom,1984,$8000000,$27187653.0
17 Again,Comedy,en,New Line Cinema,United States of America,2009,$20000000,$136267476.0
4 Months 3 Weeks and 2 Days,Drama,ro,Saga Film,Belgium,2007,$852510,$1185783.0
The Broken Hearts Club- A Romantic Comedy,Comedy-Drama-Romance,en,none,United States of America,2000,$1000000,$1744858.0
Miss Potter,Drama-Family-Romance,en,BBC Films,United Kingdom,2006,$30000000,$35078241.0
Kill List,Horror-Thriller-Crime,en,Rook Films,United Kingdom,2011,$500000,$171760.0
Star Wars- The Clone Wars,Thriller-Animation-Action-Science Fiction-Adventure-Fantasy,en,Lucasfilm,Singapore,2008,$8500000,$68282844.0
The Shining,Horror-Thriller,en,Warner Bros.,United Kingdom,1980,$19000000,$44017374.0
Jackson County Jail,Crime-Drama,en,New World Pictures,United States of America,1976,$445000,$2300000.0
Her,Romance-Science Fiction-Drama,en,Warner Bros.,China,2013,$23000000,$47351251.0
The Neverending Story II- The Next Chapter,Drama-Family-Fantasy-Adventure,en,Bavaria Film,Germany,1990,$32000000,$16283667.0
