Id Empresa,Nombre Empresa,Pais,Fundacion,Industria,Empleados,Ingresos Anuales(USD MM),Gastos Anuales(USD MM)
372-60-4542,Quamba,Colombia,2002,Otros,98,$14856.31,$3783.92
236-09-8609,Realcube,Colombia,2008,Comunicaciones,227,$13344.19,$3126.53
235-07-1643,Camimbo,Colombia,2014,Tecnologia,107,$6135.02,$1043.35
834-07-2415,Edgeblab,Colombia,2005,Entretenimiento,183,$18439.51,$2153.84
712-46-9961,Topicblab,Colombia,2005,Construccion,220,$15573.43,$2120.94
404-44-5137,Jaxnation,Colombia,2001,Tecnologia,84,$7146.97,$1254.00
342-36-5563,Gevee,,2005,Medicina,295,$7332.71,$2437.60
505-05-0771,Chatterbridge,Colombia,2008,Comunicaciones,74,$18002.54,$3080.96
874-45-2507,Flashdog,Colombia,2005,Tecnologia,229,$9662.07,$2691.17
465-39-3758,Tazz,Argentina,2008,,251,$10269.41,$3691.51
707-71-5305,Izio,Argentina,2001,Entretenimiento,284,$15075.58,$1129.57
584-09-2502,Rhynyx,Colombia,2004,Finanzas,185,$7392.26,$3537.23
741-97-1760,Cogidoo,Bolivia,2004,Otros,54,$11809.74,$2847.48
663-55-8068,Twimm,Argentina,2004,Otros,157,$18452.08,$3894.14
626-54-8535,Bluejam,Argentina,2015,Tecnologia,162,$15455.61,$2115.05
497-58-2084,Bubblemix,Argentina,2007,Comunicaciones,172,$16798.69,$2721.15
414-66-6991,Gabspot,Colombia,2006,Energia,91,$10731.83,$2492.41
635-94-6918,Innojam,Argentina,2015,Finanzas,70,$6499.14,$3736.85
475-99-2375,Demizz,Argentina,2007,,265,$12218.09,$3635.33
171-40-8359,Skaboo,Uruguay,2004,Otros,53,$15624.44,$1065.15
359-76-9442,Zoomcast,Argentina,2012,,157,$8271.74,$3854.92
183-32-0737,Blogtags,Argentina,2003,Tecnologia,277,$8166.61,$1609.57
439-18-5754,Wikivu,Uruguay,2007,Finanzas,207,$7470.22,$1995.94
474-46-5967,Demivee,Colombia,2012,Tecnologia,185,$18786.33,$1488.19
356-91-9964,Rhyloo,,2006,Transporte,255,$10656.24,$3523.42
622-63-2129,Jabbercube,Colombia,2013,Entretenimiento,206,$6323.22,$3735.44
752-07-5892,Skyvu,Argentina,2004,Construccion,62,$9861.57,$1525.12
200-92-5543,Aivee,Argentina,2008,Finanzas,98,$7547.70,$1103.77
814-63-7177,Jetwire,Chile,2001,Comercio,126,$15475.70,$2013.33
691-71-3467,Zoombeat,Colombia,2006,Medicina,178,$16215.30,$3852.88
596-40-5197,Npath,Colombia,2011,Energia,166,$12135.49,$3243.02
816-70-0868,Bubblebox,Argentina,2002,Energia,29,$16752.13,$2593.40
673-83-8880,Realbridge,Argentina,2003,Transporte,167,$15983.43,$2028.22
384-36-6869,Skippad,Argentina,2009,Comercio,90,$14102.09,$2425.08
327-34-1801,Photospace,Colombia,2005,Construccion,148,$5388.77,$1954.21
173-96-0217,Riffwire,Argentina,2002,Otros,70,$19101.32,$3323.82
814-50-4375,Photofeed,Colombia,2006,Finanzas,111,$17134.11,$3486.11
479-50-1614,Quaxo,Colombia,2005,Otros,25,$14544.19,$2893.07
136-31-1549,Zoombeat,Argentina,2003,Comunicaciones,202,$14940.19,$1026.16
548-65-0933,Shufflebeat,Colombia,2002,Tecnologia,222,$16987.73,$1081.88
177-03-6292,Devbug,,2007,Transporte,230,$11755.23,$1533.46
600-55-8085,Dynazzy,Uruguay,2012,Finanzas,59,$12870.92,$2538.15
136-17-9522,Jaxbean,Colombia,2013,Construccion,20,$19381.25,$3423.23
299-30-8259,Jaxnation,Colombia,2009,Comercio,293,$17718.13,$1276.95
,Youspan,,2003,Construccion,35,$14113.60,$3431.12
110-86-9470,Twitterworks,Argentina,2011,Otros,55,$17388.12,$2560.26
870-07-7339,Topicstorm,Colombia,2003,,229,$5084.70,$2723.03
144-39-8016,Jamia,Uruguay,2013,Finanzas,214,$9978.60,$2434.86
316-31-0987,Livetube,Argentina,2015,Otros,242,$9799.88,$3249.36
842-46-2631,Topiclounge,Argentina,2010,,105,$5983.64,$2473.74
414-20-7271,Yamia,Bolivia,2003,Comercio,268,$18237.62,$1588.57
895-16-2429,Mita,Argentina,2009,Energia,35,$16327.68,$2695.15
621-46-7924,Quatz,Colombia,2007,Finanzas,122,$8352.17,$2356.01
541-59-6155,Cogilith,Argentina,2003,Tecnologia,127,$5028.46,$1280.68
866-20-7755,Rhybox,Colombia,2004,Finanzas,43,$5129.80,$3471.59
797-44-3869,Voomm,Bolivia,2004,Comercio,256,$7943.19,$1558.52
263-71-4332,Blogtags,Argentina,2001,Energia,47,$13603.02,$2356.57
204-82-1217,Yakijo,Argentina,2007,Finanzas,69,$9714.76,$3578.86
807-16-8298,Pixonyx,Argentina,2013,Construccion,216,$9840.40,$2011.99
378-69-9955,Buzzshare,,2012,Transporte,175,$16766.75,$1865.73
,Twimm,,2002,Construccion,171,$10542.33,$2791.12
605-37-0418,Lazz,Colombia,2003,Tecnologia,228,$9416.54,$2649.27
733-78-7920,Photobean,Argentina,2006,Transporte,32,$6444.86,$3249.68
259-01-7060,Kayveo,Argentina,2002,Energia,270,$14738.97,$2660.58
410-23-6562,Skinte,Argentina,2013,Comunicaciones,179,$18291.52,$1236.03
654-47-5614,Fatz,Colombia,2011,Construccion,230,$11451.81,$1121.21
870-82-0384,Livetube,Colombia,2004,Comercio,30,$17340.73,$3778.31
769-73-9954,Quimm,Colombia,2013,Finanzas,105,$11195.33,$3504.86
346-66-6579,Quimba,Colombia,2008,Tecnologia,40,$11385.53,$2570.97
194-39-2181,Jetwire,Colombia,2006,Transporte,136,$19416.76,$3970.58
340-63-0128,Ainyx,Argentina,2004,Transporte,151,$13001.28,$1506.91
465-83-0699,Brainverse,Colombia,2007,Medicina,53,$7573.80,$2032.07
715-92-9629,Twimbo,Argentina,2003,Energia,175,$15703.86,$1691.38
864-26-6630,Topicshots,Argentina,2005,,17,$10477.15,$2827.74
212-98-0694,Camimbo,Argentina,2015,Finanzas,231,$5064.90,$3246.91
291-48-7907,Meezzy,Argentina,2002,Transporte,87,$14012.11,$2433.64
169-21-3061,Buzzster,Argentina,2012,Comunicaciones,40,$14430.63,$2791.99
472-75-6292,Quatz,Argentina,2013,Construccion,256,$10096.36,$3742.57
210-83-2734,Camimbo,Chile,2015,Construccion,191,$17290.09,$2806.26
384-08-2584,Edgeclub,,2002,Construccion,72,$11341.50,$1248.29
187-43-0765,Jabbercube,Argentina,2008,Entretenimiento,263,$18822.97,$3702.99
765-84-5211,Oyoloo,Argentina,2004,Comercio,35,$12359.78,$3013.89
142-63-5871,Photospace,Colombia,2006,Comunicaciones,206,$11533.66,$3499.82
672-82-1959,Realmix,Argentina,2009,Comercio,154,$8582.85,$3569.75
337-37-5905,Viva,Colombia,2002,Comunicaciones,194,$19228.57,$2905.67
565-55-9897,Aimbo,Argentina,2011,Comunicaciones,142,$6799.07,$1398.91
636-90-2474,Flashpoint,Uruguay,2013,Construccion,58,$12111.25,$1890.61
764-49-6459,Tagopia,Colombia,2003,Comunicaciones,187,$11678.09,$2748.39
797-12-2962,Meembee,Argentina,2013,Entretenimiento,156,$10788.29,$1255.76
531-27-9794,Jaloo,Argentina,2015,Comunicaciones,120,$14409.47,$1890.84
816-34-9702,Kimia,Argentina,2003,Comunicaciones,190,$13222.54,$2370.89
278-78-8181,Plambee,Colombia,2013,Entretenimiento,249,$15500.79,$1751.44
612-52-1804,Chatterbridge,Colombia,2011,Entretenimiento,99,$12484.14,$1578.24
540-44-3687,Bluejam,Argentina,2012,Comercio,171,$15530.52,$2442.98
547-05-1002,Gigashots,,2008,Comunicaciones,24,$12064.28,$3148.88
426-25-5345,Realcube,Argentina,2010,Medicina,262,$17267.15,$3891.11
476-29-8276,Yotz,Bolivia,2007,Transporte,63,$16849.93,$2935.30
403-31-3800,Youspan,Colombia,2012,Tecnologia,242,$8176.31,$3674.36
470-61-4412,Browsezoom,Chile,2012,Medicina,159,$7539.77,$2094.43
755-13-7502,Quire,Colombia,2004,Finanzas,71,$11916.56,$2501.12
304-60-1763,Yakijo,Argentina,2011,Otros,135,$11670.59,$1941.08
371-38-0117,Edgewire,Argentina,2003,Comunicaciones,32,$17985.33,$1948.54
608-45-8151,Devshare,,2009,Entretenimiento,147,$11429.91,$1245.94
683-36-9946,Photolist,Argentina,2004,Comunicaciones,45,$15997.60,$3587.68
412-95-1782,Plajo,Argentina,2001,Medicina,126,$18001.34,$3220.23
520-15-9031,Quaxo,Argentina,2014,Entretenimiento,70,$12250.43,$1710.17
827-70-5441,Zoomdog,Colombia,2011,Finanzas,111,$17488.16,$2870.29
721-63-4556,Flashdog,Argentina,2002,Entretenimiento,235,$6914.82,$2899.49
778-58-2532,Zoombox,Argentina,2010,Energia,132,$12105.98,$2646.19
174-28-6527,Wordtune,Colombia,2001,Finanzas,105,$14082.24,$3611.37
652-62-4147,Feednation,Colombia,2008,Construccion,181,$8449.53,$2436.98
148-44-9740,Kayveo,Uruguay,2009,Entretenimiento,156,$16338.24,$3516.02
663-38-7132,Youspan,Colombia,2011,Construccion,79,$15893.55,$2219.45
647-76-5611,Zooveo,Colombia,2005,Construccion,181,$16607.11,$1770.98
317-10-7145,Vinder,Argentina,2003,Transporte,174,$11947.25,$2556.72
329-59-2160,Riffpath,Argentina,2012,Transporte,244,$10534.59,$3024.72
355-81-0522,Dabjam,Colombia,2015,Comunicaciones,57,$15601.69,$3805.28
652-70-0074,Centidel,Colombia,2007,Energia,109,$15563.05,$3416.56
170-25-3705,Cogidoo,,2005,Tecnologia,105,$14264.00,$1356.65
293-97-3709,Fadeo,Colombia,2012,Finanzas,43,$5528.59,$2271.28
478-61-1480,Yodoo,Argentina,2005,Transporte,269,$10660.18,$2285.92
779-92-2064,Youspan,Colombia,2011,Construccion,264,$19641.71,$1125.11
496-36-9148,Livefish,Argentina,2012,Finanzas,207,$10929.73,$3015.22
533-18-4348,Wordify,Colombia,2005,Otros,266,$18491.88,$1223.97
483-82-3205,Feedspan,Colombia,2014,Medicina,171,$5167.74,$2258.16
542-57-0527,Brainverse,Argentina,2014,Energia,137,$5194.64,$2025.71
885-99-1515,Trupe,Chile,2013,Entretenimiento,156,$13487.87,$3699.10
231-54-3226,Twitterworks,Colombia,2011,Finanzas,276,$9064.95,$1363.75
129-11-4582,Twitterbeat,Argentina,2008,Energia,248,$6688.88,$1936.09
729-06-5451,Blogtag,,2010,Otros,48,$18188.55,$3132.36
885-12-4240,Skiba,Argentina,2003,Comercio,154,$11701.69,$2651.75
534-15-7800,Dabtype,Uruguay,2014,Entretenimiento,269,$16321.98,$2068.90
769-41-5436,Quatz,Chile,2015,Energia,236,$17062.79,$3479.08
855-35-9554,Youopia,Colombia,2005,Medicina,43,$6785.99,$2576.44
884-01-4396,Voomm,Argentina,2004,Energia,61,$12957.48,$2709.93
124-46-7101,Feedbug,Colombia,2001,Finanzas,200,$16588.03,$2500.41
711-46-2197,Brainsphere,Colombia,2013,Construccion,58,$11984.77,$2664.56
495-84-2728,Voonyx,Argentina,2002,,125,$5148.87,$3755.33
521-61-4768,Cogidoo,Uruguay,2012,Comercio,235,$5768.61,$1958.66
454-88-0623,Gabspot,Uruguay,2004,Transporte,247,$12306.91,$1558.72
707-84-2453,Rhycero,Colombia,2005,Medicina,239,$6905.13,$2397.87
783-57-6186,Edgewire,Colombia,2012,Energia,282,$19858.70,$2998.38
297-71-8620,Eamia,Colombia,2013,Transporte,157,$9989.73,$1056.22
637-24-8413,Kaymbo,Argentina,2010,Comunicaciones,20,$19325.89,$2518.03
340-15-1362,Devpulse,Colombia,2012,Energia,232,$10707.12,$3892.11
484-93-4665,Zoomzone,Colombia,2010,Finanzas,218,$13559.02,$3658.15
616-43-8911,Gabtune,Argentina,2006,Construccion,231,$6509.73,$1721.26
332-06-0138,Divavu,Colombia,2006,Energia,171,$18946.02,$2605.16
644-03-4580,Yotz,Colombia,2001,Construccion,252,$19228.06,$3649.71
284-49-4555,Trudoo,Argentina,2012,Finanzas,73,$13767.95,$1254.82
813-98-5659,Brainsphere,,2010,Finanzas,74,$18366.56,$1363.37
203-12-1138,Thoughtstorm,Colombia,2001,Finanzas,114,$9940.67,$1935.35
455-40-2845,Brainverse,Colombia,2011,Construccion,126,$18352.08,$1914.63
357-47-0826,Leexo,Colombia,2009,Medicina,34,$12301.67,$2501.43
452-13-4795,Meevee,Colombia,2002,Entretenimiento,113,$19204.31,$2720.44
759-46-0978,Twitterwire,Argentina,2001,,208,$16099.54,$3323.69
569-48-5743,Skalith,Argentina,2011,Construccion,260,$5304.12,$2692.82
351-69-3675,Janyx,Argentina,2003,Construccion,300,$13171.52,$1921.14
477-13-4820,Buzzshare,Argentina,2003,Construccion,106,$9594.16,$2970.64
,Photofeed,,2011,Otros,94,$14354.16,$3540.64
740-52-2726,Gevee,Chile,2007,Comercio,156,$18788.45,$2124.40
675-16-3382,Jabberstorm,Argentina,2014,Entretenimiento,299,$12507.13,$2194.46
378-09-2222,Fivespan,Colombia,2012,Energia,285,$10039.62,$1892.38
,Thoughtmix,,2010,Entretenimiento,159,$11705.36,$3023.29
603-23-7895,Jayo,Colombia,2009,Construccion,81,$19392.53,$2836.82
705-93-1515,Dynazzy,Colombia,2005,,25,$7585.53,$3231.87
304-04-6806,Mynte,Colombia,2008,Construccion,134,$6321.59,$1257.63
559-08-2842,Devify,Argentina,2011,Medicina,154,$14128.59,$3573.56
221-11-0219,Einti,Argentina,2007,Comercio,279,$19628.75,$3092.17
137-42-9731,Zazio,Chile,2001,Medicina,236,$14391.42,$1721.12
872-29-3394,Gigashots,Bolivia,2014,Transporte,263,$9005.46,$1703.47
776-75-6066,Twitterlist,Colombia,2007,Finanzas,54,$13694.23,$2703.16
660-51-5600,Zava,Colombia,2006,Medicina,97,$6336.54,$1658.81
631-89-0092,Jamia,Argentina,2015,Entretenimiento,71,$8173.29,$3299.43
632-76-9029,Twimbo,Colombia,2015,Energia,226,$16142.36,$3283.16
841-80-8552,Riffpath,Bolivia,2004,Entretenimiento,96,$11759.10,$2511.86
502-22-0932,Shufflebeat,,2005,Entretenimiento,174,$12451.85,$3536.53
814-64-5522,Skinte,Chile,2002,Otros,128,$16476.46,$3909.02
333-94-3012,Teklist,Colombia,2002,,191,$15630.53,$3619.60
577-17-3809,Gabcube,Argentina,2006,Tecnologia,220,$9197.81,$1861.72
684-66-7979,Twitterbeat,Argentina,2011,,186,$5237.59,$2416.37
709-86-4281,Kazu,Colombia,2007,Tecnologia,161,$13806.70,$1946.47
534-46-1279,Edgepulse,Chile,2012,Finanzas,256,$11285.02,$2737.80
277-28-3697,DabZ,Colombia,2011,,74,$19171.63,$1222.41
257-38-3863,Twitterworks,Argentina,2013,Construccion,120,$14513.40,$3851.90
,Jamia,,2006,Comercio,52,$16076.85,$3320.27
184-87-2671,Twitterlist,Argentina,2007,Finanzas,82,$17757.81,$2801.50
563-19-8713,Skajo,Argentina,2009,Comercio,148,$17789.61,$2496.57
825-19-2106,Roombo,Argentina,2013,Medicina,143,$19198.08,$3374.62
524-83-0542,Jaxworks,Colombia,2007,Comunicaciones,272,$5167.23,$1625.57
122-66-0334,Fatz,Argentina,2003,Comercio,88,$15902.62,$1844.29
318-19-4460,Skyba,Argentina,2005,Comercio,277,$13104.20,$2812.80
130-11-3839,Fivebridge,Colombia,2002,Medicina,39,$9866.36,$3985.83
281-70-5851,Ailane,Argentina,2001,Construccion,66,$12704.48,$3506.95
491-50-6900,Camimbo,Argentina,2009,Transporte,166,$19546.30,$3737.94
546-32-1050,Skyble,Chile,2002,Comunicaciones,58,$11109.89,$1107.93
156-60-4251,Jabberstorm,Colombia,2010,Tecnologia,45,$10714.75,$1381.19
425-50-5086,Centidel,Colombia,2005,Tecnologia,64,$12873.25,$1974.89
616-98-1724,Eazzy,Argentina,2004,Energia,292,$6118.44,$3851.64
276-85-4512,Ntags,Colombia,2002,Entretenimiento,234,$13457.30,$3003.70
361-61-2134,Flipstorm,Colombia,2008,Comercio,292,$9225.80,$2397.40
492-55-4963,Dynava,Colombia,2005,Finanzas,263,$11129.45,$3286.17
312-90-5248,Photospace,Colombia,2012,Comercio,74,$16143.98,$1695.25
642-40-4215,Lazz,Argentina,2007,Medicina,82,$10340.66,$1790.40
531-96-5953,Fiveclub,Argentina,2002,Comunicaciones,101,$15988.53,$2461.02
532-71-7199,Oloo,Colombia,2007,Transporte,257,$17503.79,$1506.79
789-09-2829,Skalith,Argentina,2012,Comunicaciones,64,$6489.34,$3060.83
155-08-8454,Dabfeed,Chile,2010,Transporte,238,$9603.78,$3185.26
714-31-9478,Topicshots,Colombia,2012,Medicina,44,$13109.94,$1978.29
322-62-0375,Fliptune,Colombia,2010,Medicina,170,$10150.57,$1032.61
597-64-7554,Livefish,Argentina,2012,Entretenimiento,174,$11955.62,$2652.66
137-09-9179,Yacero,Colombia,2004,,296,$13922.91,$3237.13
103-98-3522,InnoZ,Argentina,2010,Otros,206,$9723.34,$3460.19
,Oodoo,,2001,Finanzas,51,$12634.91,$1345.97
704-27-8343,Janyx,Argentina,2002,Transporte,164,$19462.97,$1995.44
818-10-1467,Yakidoo,Argentina,2013,Transporte,87,$18941.95,$1789.90
133-21-6844,Chatterpoint,Argentina,2011,,183,$11693.21,$1799.73
144-53-7706,Edgeblab,Chile,2002,Finanzas,214,$9819.85,$1316.82
665-36-8082,Wordpedia,,2008,Comercio,109,$5407.69,$3617.24
269-72-6209,Yambee,Colombia,2009,Construccion,224,$5448.87,$2804.18
494-46-3273,Quimm,Colombia,2015,Entretenimiento,106,$14400.91,$2105.80
865-86-3259,Voomm,Argentina,2015,Transporte,105,$10434.74,$1026.46
650-44-0936,Quimba,Colombia,2014,Medicina,100,$12117.89,$2925.54
203-07-8475,Chatterbridge,Argentina,2012,Transporte,206,$10565.59,$2610.04
337-33-3904,Minyx,Uruguay,2012,Energia,299,$15190.78,$1138.27
794-25-5964,Skyndu,Argentina,2006,,63,$8067.56,$3582.40
891-65-7227,Tambee,Argentina,2005,Finanzas,198,$7149.89,$3761.81
208-36-0487,Jazzy,Argentina,2011,Medicina,47,$14545.29,$2043.90
145-43-8019,Oyoba,Chile,2004,,230,$9441.41,$2564.07
285-65-7817,Yacero,Argentina,2005,Medicina,229,$10229.64,$1751.69
421-38-7940,Babbleopia,Colombia,2008,Transporte,78,$7211.67,$2510.92
346-73-2280,Katz,Argentina,2007,Energia,125,$13352.19,$3475.89
117-79-3938,Mydeo,Colombia,2015,,114,$19199.57,$2053.70
794-66-7984,Feedspan,Argentina,2013,Otros,222,$16170.62,$1636.95
208-57-5437,Tanoodle,Colombia,2002,Finanzas,272,$18536.84,$1086.93
387-08-8945,Centidel,Argentina,2001,Entretenimiento,189,$13700.97,$3647.32
737-08-0719,Voomm,Argentina,2008,Medicina,300,$9619.47,$2283.45
828-06-2573,Tambee,Argentina,2014,Entretenimiento,225,$11382.34,$1369.41
298-14-5259,Chatterpoint,Argentina,2001,Transporte,87,$10955.99,$3092.23
724-11-1986,Layo,,2004,Energia,67,$17832.77,$2467.48
324-40-7976,Topdrive,Colombia,2006,Comercio,298,$6418.98,$2580.28
171-55-8686,Digitube,Chile,2002,Comunicaciones,208,$18264.00,$2732.67
340-39-4056,Oyoba,Argentina,2002,Entretenimiento,151,$6786.19,$1658.32
264-61-5345,Skynoodle,Argentina,2015,Finanzas,219,$16882.05,$1751.88
119-54-1104,Realblab,Bolivia,2003,Tecnologia,193,$10623.72,$1653.09
756-50-9377,Realpoint,Colombia,2005,Otros,103,$12760.50,$1908.01
383-40-0248,Skyba,Colombia,2003,Energia,278,$10174.47,$1014.39
699-93-0817,Riffwire,Bolivia,2012,,235,$13917.03,$1199.75
359-90-6871,Zoombox,Colombia,2008,Comercio,256,$17132.69,$1318.87
721-93-4278,Feedfish,Colombia,2011,Energia,120,$13593.74,$1101.95
509-29-9635,Eadel,Colombia,2010,Comercio,219,$12211.75,$2337.16
897-59-4576,Zoonoodle,Argentina,2015,Transporte,42,$6120.75,$1108.49
321-60-5493,Yambee,Uruguay,2001,Finanzas,15,$6870.12,$3224.79
352-58-4454,Babbleset,Argentina,2015,,110,$17514.78,$3822.57
616-22-6643,Fivechat,Chile,2005,Finanzas,43,$11237.06,$2231.56
657-41-5141,Talane,Colombia,2008,Energia,279,$14548.02,$3325.70
654-43-8823,Wikibox,Argentina,2004,Energia,139,$17671.84,$1485.31
263-28-6798,Dabfeed,Bolivia,2010,Energia,34,$14823.35,$3827.99
110-59-0323,Thoughtstorm,Bolivia,2009,Medicina,259,$10170.27,$2306.90
323-44-2413,Cogibox,Argentina,2001,,300,$15897.54,$2936.97
490-85-0778,Buzzdog,Colombia,2015,Comunicaciones,287,$19090.64,$3668.15
203-60-6738,Mynte,Colombia,2002,Medicina,95,$7560.20,$3010.79
652-46-4672,Bubblebox,Bolivia,2003,Tecnologia,190,$10165.46,$2373.67
