Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
The Admiral- Roaring Currents,Adventure-War,ko,CJ Entertainment,South Korea,2014,$9500000,$112156811.0
Gelb ist nicht nur die Farbe der Sonn,Crime-Thriller-TV Movie,de,Fernsehfilm DDR,Germany,1979,$50000,$50000.0
Goodbye Pork Pie,Adventure-Comedy,en,none,New Zealand,1981,$300000,$1400000.0
Matilda,Comedy-Family-Fantasy,en,Jersey Films,United States of America,1996,$36000000,$33459416.0
Journey to the West- The Demons Strike Back,Adventure-Fantasy-Action,zh,Star Overseas,China,2017,$63300000,$731607.0
Saint John of Las Vegas,Comedy,en,none,United States of America,2009,$3800000,$111731.0
Iron Man 2,Adventure-Action-Science Fiction,en,Marvel Studios,United States of America,2010,$200000000,$623933331.0
Blood of May,History,es,TeleMadrid,Spain,2008,$16300000,$2800000.0
Talladega Nights- The Ballad of Ricky Bobby,Comedy,en,Columbia Pictures,United States of America,2006,$72500000,$162966177.0
A Prayer for the Dying,Crime-Drama-Action-Thriller,en,The Samuel Goldwyn Company,United Kingdom,1987,$6000000,$1432687.0
Before the Devil Knows You're Dead,Crime-Drama-Thriller,en,Capitol Films,United States of America,2007,$18000000,$25005257.0
Johnny the Partisan,,it,none,Italy,2000,$4000000,$400000.0
Beasts of the Southern Wild,Drama-Fantasy,en,Journeyman Pictures,United States of America,2012,$1800000,$21107746.0
The Truman Show,Comedy-Drama,en,Paramount Pictures,United States of America,1998,$60000000,$264118201.0
Pathfinder,Action,en,Twentieth Century Fox Film Corporation,United States of America,2007,$45000000,$30822861.0
Welcome to the Sticks,Comedy,fr,Centre National de la Cinematographie,France,2008,$11000000,$53191886.0
Dracula- Prince of Darkness,Horror,en,Seven Arts Productions,United Kingdom,1966,$280379,$364937.0
New Kids Turbo,Action-Comedy,nl,Comedy Central,Netherlands,2010,$1500000,$8786756.0
Joe Dirt,Mystery-Adventure-Comedy-Romance-Drama,en,Columbia Pictures,United States of America,2001,$17700000,$30987695.0
The Glass House,Drama-Thriller,en,Original Film,United States of America,2001,$30000000,$23619609.0
The Finest Hours,Action-Drama-History-Thriller,en,Walt Disney Pictures,United States of America,2016,$80000000,$52099090.0
A Woman Is a Woman,Comedy-Drama-Romance,fr,Rome Paris Films,France,1961,$160000,$100655.0
Polytechnic,Comedy-Romance,ml,K N M & Percy Pictures,India,2014,$900000,$1200000.0
Day of the Dead,Horror-Science Fiction,en,Dead Films,United States of America,1985,$3500000,$34000000.0
Patton,Drama-History-War,en,Twentieth Century Fox Film Corporation,United States of America,1970,$12000000,$89800000.0
Surviving the Game,Action-Adventure-Thriller-Crime,en,New Line Cinema,United States of America,1994,$7400000,$7690013.0
Winter in Wartime,Drama-History-War,nl,Max TV,Netherlands,2008,$4000000,$530048.0
The 5th Wave,Adventure-Science Fiction,en,Columbia Pictures,United States of America,2016,$38000000,$109906372.0
Rhinestone,Comedy,en,Twentieth Century Fox Film Corporation,United States of America,1984,$28000000,$21435321.0
Airplane,Comedy,en,Paramount Pictures,United States of America,1980,$3500000,$83453539.0
Lafangey Parindey,,hi,Yash Raj Films,India,2010,$4500000,$5000000.0
Explorers,Adventure-Family-Fantasy-Romance-Science Fiction,en,Paramount Pictures,United States of America,1985,$25000000,$9873044.0
Legend,Crime-Thriller,en,Working Title Films,United Kingdom,2015,$25000000,$42972994.0
Shrek,Adventure-Animation-Comedy-Family-Fantasy,en,DreamWorks SKG,United States of America,2001,$60000000,$484409218.0
My Mighty Princess,Comedy-Romance,ko,none,South Korea,2008,$7000000,$162256.0
Man on Fire,Action-Drama-Thriller-Crime,en,Regency Enterprises,United Kingdom,2004,$70000000,$130293714.0
The Hobbit- The Desolation of Smaug,Adventure-Fantasy,en,WingNut Films,New Zealand,2013,$250000000,$958400000.0
Poltergeist III,Horror-Thriller,en,Metro-Goldwyn-Mayer (MGM),United States of America,1988,$10500000,$14144000.0
Ray,Drama-Music,en,Universal Pictures,United States of America,2004,$40000000,$124731534.0
High Noon,Western,en,United Artists,United States of America,1952,$730000,$8000000.0
Suffragette,Drama-History,en,Ruby Films,United Kingdom,2015,$14000000,$16002420.0
Highlander II- The Quickening,Action-Fantasy-Science Fiction,en,Lamb Bear Entertainment,Argentina,1991,$30000000,$15556340.0
Samba,Drama-Comedy,fr,Gaumont,France,2014,$20000000,$151530.0
The Hurricane,Drama,en,Universal Pictures,United States of America,1999,$50000000,$73956241.0
Just My Luck,Comedy-Drama-Family-Fantasy-Romance,en,Regency Enterprises,United States of America,2006,$28000000,$38159905.0
The Chase,Comedy-Thriller-Action-Crime,en,Twentieth Century Fox Film Corporation,United States of America,1994,$26000000,$8009329.0
Star Trek,Science Fiction-Action-Adventure,en,Paramount Pictures,Germany,2009,$150000000,$385680446.0
Igby Goes Down,Comedy-Drama,en,United Artists,United States of America,2002,$9000000,$4777465.0
Win a Date with Tad Hamilton,Comedy-Romance,en,DreamWorks SKG,United States of America,2004,$17000000,$16980098.0
Mozart and the Whale,Comedy-Drama-Romance,en,none,United States of America,2005,$12000000,$84967.0
For Your Consideration,Comedy-Drama,en,Shangri-La Entertainment,United States of America,2006,$12000000,$5542025.0
Flash Gordon,Science Fiction,en,Dino De Laurentiis Company,United States of America,1980,$35000000,$27107960.0
How About You...,Comedy-Drama,en,none,Ireland,2007,$9000000,$706000.0
Damnation Alley,Action-Adventure-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1977,$17000000,$8720000.0
Kubo and the Two Strings,Animation-Adventure-Family,en,Laika Entertainment,United States of America,2016,$60000000,$73700000.0
First Blood,Action-Adventure-Thriller-War,en,Orion Pictures,United States of America,1982,$15000000,$125212904.0
Buried,Drama-Thriller-Mystery,en,Studio 37,Spain,2010,$1987650,$19152480.0
Jackie,Drama,en,Fox Searchlight Pictures,Chile,2016,$9000000,$25017560.0
Dennis the Menace,Family-Comedy,en,DiC Entertainment,United States of America,1987,$35000000,$117270765.0
Shark Night,Horror-Thriller,en,Incentive Filmed Entertainment,United States of America,2011,$28000000,$10126458.0
Home,Fantasy-Comedy-Animation-Science Fiction-Family,en,Twentieth Century Fox Film Corporation,United States of America,2015,$135000000,$368871007.0
Species,Science Fiction-Horror-Action,en,Metro-Goldwyn-Mayer (MGM),United States of America,1995,$35000000,$113000000.0
Annie Get Your Gun,Action-Comedy-Music-Romance-Western,en,Metro-Goldwyn-Mayer (MGM),United States of America,1950,$3768785,$8000000.0
Soggade Chinni Nayana,Drama-Family-Fantasy,te,Annapurna Studios,India,2016,$3000000,$10000000.0
A Four Letter Word,Comedy-Romance,en,TLA Releasing,United States of America,2008,$125000,$72348.0
Battleship,Thriller-Action-Adventure-Science Fiction,en,Universal Pictures,United States of America,2012,$209000000,$303025485.0
Planes,Animation-Family-Adventure-Comedy,en,Walt Disney Pictures,United States of America,2013,$50000000,$219788712.0
Raavanan,Action-Adventure-Crime,ta,Madras Talkies,India,2010,$5200000,$9700000.0
Striptease,Drama-Thriller-Crime,en,Columbia Pictures,United States of America,1996,$50000000,$113309743.0
Pride and Glory,Thriller-Crime-Drama,en,New Line Cinema,United States of America,2008,$30000000,$31148328.0
Lay the Favorite,Drama-Comedy,en,Likely Story,United Kingdom,2012,$26350000,$1576687.0
Jefferson in Paris,Drama-Romance,en,Merchant Ivory Productions,United States of America,1995,$14000000,$2474000.0
The Railway Man,Drama-History,en,Archer Street Productions,Australia,2013,$18000000,$22309223.0
The Samaritan,Thriller,en,Quickfire Films,Canada,2012,$12000000,$2521.0
The Mighty Ducks,Comedy-Family,en,Walt Disney,United States of America,1992,$10000000,$50752337.0
I Know Who Killed Me,Crime-Horror-Mystery-Thriller,en,TriStar Pictures,United States of America,2007,$12000000,$9620399.0
Ocean's Thirteen,Crime-Thriller,en,Village Roadshow Pictures,United States of America,2007,$85000000,$311312624.0
The Mistress,Romance-Drama,en,ABS-CBN Film Productions,Philippines,2012,$22361,$5876918.0
Two Girls and a Guy,Drama-Romance,en,Fox Searchlight Pictures,United States of America,1997,$1000000,$2057193.0
Milyarder,Family-Drama-Comedy,en,Arzu Film,Turkey,1986,$44350,$194300.0
The Marrying Man,Action-Comedy-Romance-Thriller,en,Hollywood Pictures,United States of America,1991,$26000000,$12454768.0
Jeepers Creepers,Horror-Thriller,en,United Artists,Germany,2001,$10000000,$59217789.0
The Giver,Drama-Science Fiction,en,The Weinstein Company,United States of America,2014,$25000000,$66980456.0
Catch Me If You Can,Drama-Crime,en,Kemp Company,United States of America,2002,$52000000,$352114312.0
Sleepy Hollow,,en,Paramount Pictures,Germany,1999,$100000000,$206071502.0
The Polar Express,Adventure-Animation-Family-Fantasy,en,Golden Mean,United States of America,2004,$165000000,$305875730.0
Gimme Shelter,Drama,en,Day Twenty- Eight Films,United States of America,2013,$7500000,$1359910.0
Martin Lawrence Live- Runteldat,Comedy,en,none,United States of America,2002,$3000000,$19184015.0
Labor Day,Drama,en,Mr. Mudd Production,United States of America,2013,$18000000,$20275812.0
The Egyptian,History-Drama,en,Twentieth Century Fox Film Corporation,United States of America,1954,$5000000,$15000000.0
Passengers,Adventure-Drama-Romance-Science Fiction,en,Columbia Pictures,United States of America,2016,$110000000,$303144152.0
Ender's Game,Science Fiction-Action-Adventure,en,Summit Entertainment,United States of America,2013,$110000000,$125537191.0
Soodhu Kavvum,Comedy-Thriller,ta,Studio Green,India,2013,$310000,$12000000.0
Jonah Hex,Action-Western-Drama-Fantasy-Thriller,en,Warner Bros.,United States of America,2010,$47000000,$10539000.0
Triple 9,Thriller,en,Worldview Entertainment,United States of America,2016,$20000000,$12639297.0
Aliens in the Attic,Adventure-Comedy-Family-Fantasy-Science Fiction,en,Twentieth Century Fox Film Corporation,Canada,2009,$45000000,$57881056.0
City of God,Drama-Crime,pt,O2 Filmes,Brazil,2002,$3300000,$27387381.0
Hurricane Season,Drama,en,Dimension Films,United States of America,2009,$143000,$1000000.0
Barton Fink,Comedy-Drama,en,Twentieth Century Fox Film Corporation,United Kingdom,1991,$9000000,$6153939.0
Austin Powers- International Man of Mystery,Science Fiction-Comedy-Crime,en,New Line Cinema,Germany,1997,$16500000,$67683989.0
Bliss,Comedy-Drama-Romance,en,none,Australia,1985,$3400000,$660537.0
Superbad,Comedy,en,Columbia Pictures,United States of America,2007,$20000000,$121463226.0
Cutthroat Island,Action-Adventure,en,Le Studio Canal,France,1995,$98000000,$18517322.0
WarGames,Thriller-Science Fiction,en,United Artists,United States of America,1983,$12000000,$79567667.0
The Boss Baby,Animation-Comedy-Family,en,Twentieth Century Fox Film Corporation,United States of America,2017,$125000000,$408277625.0
Talk Radio,Drama,en,Cineplex-Odeon Films,Canada,1988,$4000000,$3468572.0
In the Forests of Siberia,Drama-Adventure,fr,Nord-Ouest Films,France,2016,$3500000,$1492523.0
The Secret in Their Eyes,Crime-Drama-Mystery-Romance,es,100 Bares,Argentina,2009,$2000000,$33965843.0
Razia Sultan,Drama,hi,none,India,1983,$100000,$100000.0
Beauty and the Beast,Romance-Family-Animation-Fantasy-Music,en,Walt Disney Pictures,United States of America,1991,$25000000,$377350553.0
Risen,Action-Adventure-Drama-Mystery,en,Columbia Pictures,United States of America,2016,$20000000,$46069568.0
Heavy Traffic,Animation-Comedy-Drama,en,Steve Krantz Productions,United States of America,1973,$950000,$1500000.0
Lilo & Stitch,Animation-Family,en,Walt Disney Pictures,United States of America,2002,$80000000,$145771527.0
The Guard,Action-Comedy-Thriller-Crime,en,UK Film Council,Ireland,2011,$6000000,$19560274.0
Captain America- Civil War,Adventure-Action-Science Fiction,en,Studio Babelsberg,United States of America,2016,$250000000,$1153304495.0
The Namesake,Drama,en,Fox Searchlight Pictures,India,2006,$12000000,$20138836.0
All Dogs Go to Heaven,Drama-Animation-Family-Comedy-Fantasy,en,United Artists,Ireland,1989,$13800000,$27100027.0
My Lady Boss,Comedy-Romance,en,GMA Films,Philippines,2013,$764000,$1451600.0
Paranoia,Drama-Thriller,en,Gaumont,France,2013,$35000000,$13785015.0
Aasai,Action-Romance,en,none,India,1995,$500000,$500000.0
Octopussy,Adventure-Action-Thriller,en,Eon Productions,United Kingdom,1983,$27500000,$187500000.0
Sliding Doors,Comedy-Drama-Fantasy-Romance,en,Paramount Pictures,United Kingdom,1998,$6000000,$58000000.0
Brick,Drama-Mystery,en,Bergman Lustig productions,United States of America,2005,$475000,$3919254.0
The Piano Teacher,Drama-Romance,fr,Arte,Austria,2001,$3000000,$9801375.0
Horrible Bosses 2,Comedy,en,New Line Cinema,United States of America,2014,$42000000,$107670357.0
The Man with the Golden Gun,Adventure-Action-Thriller,en,United Artists,United Kingdom,1974,$7000000,$97572000.0
Cloud Atlas,Drama-Science Fiction,en,Anarchos Productions,Germany,2012,$102000000,$130482868.0
The Dukes of Hazzard,Action-Adventure-Comedy,en,Village Roadshow Pictures,United States of America,2005,$50000000,$110803676.0
Evolution,Action-Comedy-Science Fiction,en,DreamWorks SKG,United States of America,2001,$80000000,$98376292.0
Running with Scissors,Drama-Comedy,en,TriStar Pictures,United States of America,2006,$12000000,$6754898.0
Footloose,Drama-Family-Music-Romance,en,Paramount Pictures,United States of America,1984,$8200000,$80035402.0
Road to Nowhere,Mystery-Thriller,en,Tigers Den Studios,United States of America,2011,$5000000,$27046.0
Accepted,Comedy,en,Universal Pictures,United States of America,2006,$23000000,$38505009.0
Detective Dee and the Mystery of the Phantom Flame,Action-Adventure-Drama-Mystery,zh,Huayi Brothers,Hong Kong,2010,$13000000,$51723285.0
Silent Hill- Revelation 3D,Thriller-Horror-Mystery,en,Davis-Films,France,2012,$20000000,$52302796.0
Peter Pan,Animation-Music-Family-Adventure-Fantasy,en,RKO Radio Pictures,United States of America,1953,$4000000,$87404651.0
The Infiltrator,Crime-Drama-Thriller,en,Good Films,United Kingdom,2016,$25000000,$15436808.0
Phantom,Thriller,en,Trilogy Entertainment Group,United States of America,2013,$10000000,$1034589.0
Burn,Foreign-Documentary,en,Apostle Productions,United States of America,2012,$225000,$111300.0
Hot Shots,Action-Comedy-War,en,Twentieth Century Fox Film Corporation,United States of America,1991,$26000000,$181096164.0
Big Trouble,,en,Touchstone Pictures,United States of America,2002,$40000000,$8493890.0
Anacondas- The Hunt for the Blood Orchid,Adventure-Action-Horror-Science Fiction-Thriller,en,Screen Gems,United States of America,2004,$20000000,$70992898.0
The Wolverine,Action-Science Fiction-Adventure-Fantasy,en,Twentieth Century Fox Film Corporation,United Kingdom,2013,$120000000,$415440673.0
The Pick-up Artist,Romance-Comedy-Crime-Drama,en,Twentieth Century Fox Film Corporation,United States of America,1987,$15000000,$13290368.0
Your Sister's Sister,Drama-Comedy,en,Ada Films,United States of America,2011,$125000,$3200000.0
Elegy,Drama-Romance,en,Lakeshore Entertainment,United States of America,2008,$13000000,$14894347.0
The Bullet Vanishes,Action-Mystery,zh,Emperor Motion Pictures,China,2012,$12000000,$117629.0
Shadow of the Vampire,Drama-Horror,en,Saturn Films,United States of America,2000,$8000000,$8279017.0
The Illusionist,Fantasy-Drama-Thriller-Romance,en,Michael London Productions,Czech Republic,2006,$40000000,$86915017.0
Expelled- No Intelligence Allowed,Documentary,en,Premise Media Corporation,United States of America,2008,$3500000,$7700000.0
Ali,Drama,en,Columbia Pictures Corporation,United States of America,2001,$107000000,$87713825.0
The Ballad of Jack and Rose,Drama,en,Elevation Filmworks,United States of America,2005,$1500000,$712294.0
Jaws,Horror-Thriller-Adventure,en,Universal Pictures,United States of America,1975,$7000000,$470654000.0
Jersey Girl,Comedy-Romance,en,Miramax Films,United States of America,2004,$35000000,$36098382.0
Hoodwinked,Animation-Comedy-Family,en,The Weinstein Company,United States of America,2005,$15000000,$51053787.0
Johnny Mnemonic,Adventure-Action-Drama-Science Fiction-Thriller,en,TriStar Pictures,Canada,1995,$25000000,$19075720.0
The To Do List,Comedy-Romance,en,3 Arts Entertainment,United States of America,2013,$1500000,$3566225.0
Yeh Jawaani Hai Deewani,Romance,hi,Dharma Productions,India,2013,$7700000,$46000000.0
Dillinger,Action-Crime-Drama,en,American International Pictures (AIP),United States of America,1973,$1000000,$2000000.0
Yves Saint Laurent,Drama,fr,SND,France,2014,$12000000,$21026290.0
Salem Abu Ukhtuh,Action-Comedy-Drama,en,Sobkey Films,Egypt,2014,$800000,$100000.0
The Birds,Horror,en,Alfred J. Hitchcock Productions,United States of America,1963,$2500000,$11403529.0
Yes Man,Comedy-Romance,en,The Zanuck Company,United States of America,2008,$70000000,$225990978.0
The Boondock Saints II- All Saints Day,Action-Thriller-Crime,en,Chris Brinker Productions,United States of America,2009,$8000000,$10629321.0
Silence,Drama-History,en,CatchPlay,Mexico,2016,$46000000,$5501662.0
Armaan- Story of a Storyteller,Drama,gu,Dhudiya Entertainment,India,2017,$1800000,$7494.0
Due Date,Comedy-Drama,en,Legendary Pictures,United States of America,2010,$65000000,$211780824.0
Maximum Risk,Action-Adventure-Thriller,en,Columbia Pictures,United States of America,1996,$25000000,$51702483.0
Ponyo,Animation-Family,ja,Studio Ghibli,Japan,2008,$41677699,$187479518.0
The Next Karate Kid,Adventure,en,Columbia Pictures Corporation,United States of America,1994,$12000000,$15826984.0
Taps,Drama,fr,Twentieth Century Fox Film Corporation,United States of America,1981,$14000000,$35856053.0
Virgin Territory,Adventure-Action-Comedy-Romance,en,Ingenious Film Partners,Luxembourg,2007,$38000000,$5410749.0
Brooklyn's Finest,Crime-Drama-Thriller,en,Nu Image Films,United States of America,2009,$17000000,$29536299.0
Child's Play 3,Horror,en,Universal Pictures,United Kingdom,1991,$13000000,$20560255.0
Se7en,Crime-Mystery-Thriller,en,New Line Cinema,United States of America,1995,$33000000,$327311859.0
Trick,Comedy-Romance,en,Fine Line Features,United States of America,1999,$450000,$2049595.0
Starchaser- The Legend of Orin,Adventure-Animation-Family-Science Fiction,en,none,South Korea,1985,$15000000,$3360800.0
Crimson Tide,Action-Thriller-Drama,en,Hollywood Pictures,United States of America,1995,$53000000,$157387195.0
Why Did I Get Married-,Comedy-Drama,en,Lions Gate Films,United States of America,2007,$15000000,$55184721.0
Nim's Island,Adventure-Comedy-Family-Fantasy,en,Walden Media,United States of America,2008,$37000000,$100076342.0
Fight Club,Drama,en,Regency Enterprises,Germany,1999,$63000000,$100853753.0
Hood of Horror,Action-Comedy-Drama-Horror,en,Freestyle Releasing,United States of America,2006,$5000000,$25900.0
Mere Brother Ki Dulhan,Drama-Comedy-Romance,hi,Yash Raj Films,India,2011,$5510000,$18050000.0
The Big Lebowski,Comedy-Crime,en,Gramercy Pictures,United Kingdom,1998,$15000000,$46189568.0
My Life in Ruins,Comedy-Romance,en,Fox Searchlight Pictures,Greece,2009,$17000000,$20455276.0
Exorcist- The Beginning,Horror-Mystery-Thriller,en,Morgan Creek Productions,United States of America,2004,$80000000,$78000586.0
National Lampoon-s Van Wilder,Comedy-Romance,en,Tapestry Films,United States of America,2002,$5000000,$38275483.0
Down,Action-Horror-Mystery-Thriller,en,First Floor Features,Netherlands,2001,$15000000,$163169.0
Vanakkam Chennai,Romance-Comedy,ta,Red Giant Movies,India,2013,$1500000,$11000000.0
Morgan,Horror-Science Fiction-Thriller,en,Twentieth Century-Fox,United States of America,2016,$8000000,$8810591.0
Missing in Action,Action-Adventure-Thriller-War,en,Cannon Group,United States of America,1984,$1500000,$22812411.0
Clockers,Mystery-Crime-Drama,en,Universal Pictures,United States of America,1995,$25000000,$13071518.0
The Cable Guy,Comedy-Drama-Thriller,en,Columbia Pictures Corporation,United States of America,1996,$47000000,$102825796.0
Whiteout,,en,StudioCanal,Canada,2009,$40000000,$12206028.0
Upstream Color,Drama-Science Fiction,en,erbp,United States of America,2013,$100000,$444098.0
Brokedown Palace,Drama-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,1999,$25000000,$13000000.0
King Kong Lives,Action-Horror,en,none,United States of America,1986,$10000000,$4711220.0
Catfish,Documentary,en,Hit the Ground Running Films,United States of America,2010,$30000,$3045943.0
Star Wars- The Clone Wars,Thriller-Animation-Action-Science Fiction-Adventure-Fantasy,en,Lucasfilm,Singapore,2008,$8500000,$68282844.0
Cruel World,Thriller-Horror-Comedy,en,Primetime Pictures,United States of America,2005,$2000000,$16344.0
October Moon,Drama-Horror-Thriller-Romance,en,none,United States of America,2005,$13000,$40000.0
Righteous Kill,Action-Crime-Drama-Thriller,en,Grosvenor Park Media Ltd.,United States of America,2008,$60000000,$73174566.0
White Girl,Drama,en,Killer Films,United States of America,2016,$700000,$200242.0
The Help,Drama,en,DreamWorks SKG,India,2011,$25000000,$124272124.0
PCU,Comedy,en,Paul Schiff Productions,United States of America,1994,$9000000,$4350774.0
Star Trek- Generations,Science Fiction-Action-Adventure-Thriller,en,Paramount Pictures,United States of America,1994,$38000000,$120000000.0
Original Sin,Drama-Thriller-Mystery-Romance,en,Metro-Goldwyn-Mayer (MGM),France,2001,$42000000,$35402320.0
X2,Adventure-Action-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2003,$110000000,$407711549.0
The Messenger- The Story of Joan of Arc,Adventure-Drama-Action-History-War,fr,Columbia Pictures,France,1999,$60000000,$66976317.0
The Black Room,Horror-Thriller,en,none,United States of America,1982,$250000,$2160000.0
Tangerine,Comedy-Drama,en,Duplass Brothers Productions,United States of America,2015,$100000,$702354.0
Looney Tunes- Back in Action,Animation-Comedy-Family,en,Lonely Film Productions GmbH & Co. KG.,Germany,2003,$80000000,$68514844.0
Daybreakers,Fantasy-Horror-Action-Thriller-Science Fiction,en,Lionsgate,United States of America,2009,$20000000,$51416464.0
Bad News Bears,Comedy-Family,en,Paramount Pictures,United States of America,2005,$30000000,$34252847.0
The Paperboy,Thriller,en,Lee Daniels Entertainment,United States of America,2012,$12500000,$1353868.0
The Other Guys,Action-Comedy-Crime,en,Columbia Pictures,United States of America,2010,$100000000,$170432927.0
Shin Godzilla,Action-Adventure-Drama-Horror-Science Fiction,ja,Cine Bazar,Japan,2016,$15000000,$77000000.0
Money for Nothing,Drama-Action-Comedy-Thriller-Crime,en,Hollywood Pictures,United States of America,1993,$11000000,$1044824.0
Ip Man 2,Action-History-Drama,cn,Mandarin Films Distribution Co.,China,2010,$12902809,$36000000.0
Red Dawn,War-Action-Thriller-Science Fiction,en,Contrafilm,United States of America,2012,$65000000,$44806783.0
The Naked Gun- From the Files of Police Squad,Comedy-Crime,en,Paramount Pictures,United States of America,1988,$12000000,$78756177.0
This Is 40,Comedy,en,Apatow Productions,United States of America,2012,$35000000,$88058786.0
Presumed Innocent,Drama-Thriller-Crime-Mystery,en,Mirage Enterprises,United States of America,1990,$22000000,$221303188.0
The Relic,Horror-Mystery-Thriller,en,Paramount Pictures,Germany,1997,$60000000,$33956608.0
Uncle Buck,Comedy-Drama-Family,en,Universal Pictures,United States of America,1989,$15000000,$79258538.0
Armageddon,Action-Thriller-Science Fiction-Adventure,en,Jerry Bruckheimer Films,United States of America,1998,$140000000,$553799566.0
Precious,Drama,en,Smokewood Entertainment Group,United States of America,2009,$10000000,$47536959.0
Bridget Jones- The Edge of Reason,Comedy-Romance,en,Miramax Films,France,2004,$50000000,$40203020.0
48 Hrs.,Thriller-Action-Comedy-Crime-Drama,en,Paramount Pictures,United States of America,1982,$12000000,$78868508.0
Safe House,Action-Thriller,en,Universal Pictures,United States of America,2012,$85000000,$208076205.0
xXx- State of the Union,Action-Adventure-Crime-Drama-Mystery-Thriller,en,Original Film,United States of America,2005,$60000000,$71073932.0
Mulholland Drive,Thriller-Drama-Mystery,en,Asymmetrical Productions,France,2001,$15000000,$20117339.0
Gremlins 2- The New Batch,Comedy-Horror-Fantasy,en,Amblin Entertainment,United States of America,1990,$50000000,$41482207.0
Rushmore,Comedy-Drama,en,Touchstone Pictures,United States of America,1998,$9000000,$17096053.0
Road to Perdition,Thriller-Crime-Drama,en,DreamWorks SKG,United States of America,2002,$80000000,$181001478.0
Poltergeist,Horror-Thriller,en,Ghost House Pictures,United States of America,2015,$35000000,$95437994.0
Black Gold,Adventure-Drama,en,France 2 Cinema,France,2011,$40000000,$5446000.0
House of Sand and Fog,Drama,en,DreamWorks SKG,United States of America,2003,$16500000,$16942795.0
Colgado de la luna,Horror-Thriller,es,none,Spain,2005,$85000,$4236.0
Under Siege,Action-Thriller,en,Regency Enterprises,France,1992,$35000000,$156563139.0
Cinderfella,Comedy-Romance,en,Paramount Pictures,United States of America,1960,$3000000,$7100000.0
Bhale Bhale Magadivoy,Romance-Comedy,te,UV Creations,India,2015,$1400000,$8300000.0
Fire with Fire,Action-Crime-Drama-Thriller,en,Industry Entertainment,United States of America,2012,$20000000,$4636169.0
Elizabethtown,Comedy-Drama-Romance,en,Paramount Pictures,United States of America,2005,$57000000,$52034889.0
Melancholia,Drama-Science Fiction,da,Zentropa Entertainments,Denmark,2011,$7400000,$21817298.0
Bicycle Thieves,Drama,it,Produzioni De Sica,Italy,1948,$133000,$361712.0
The Queen,Drama,en,BIM Distribuzione,France,2006,$15000000,$123384128.0
A Gambler's Story,Comedy-Drama,en,Beijing Jinyinma Movie & TV Culture Co.,Hong Kong,2001,$12500000,$123021750.0
Apollo 18,Horror-Thriller-Science Fiction,en,Bazelevs Production,Canada,2011,$5000000,$25562924.0
The Rapture,,en,Fine Line Features,United States of America,1991,$1227401,$1277401.0
Ranbanka,Action,hi,Vintage Movies and Serene Films,India,2015,$1183424,$36982.0
Alice Through the Looking Glass,Fantasy,en,Walt Disney Pictures,United Kingdom,2016,$170000000,$299370084.0
Highlander- The Final Dimension,Action-Fantasy-Science Fiction,en,Trans-Film,Canada,1994,$26000000,$36800000.0
Alone With Her,Crime-Drama-Romance-Thriller,en,The Weinstein Company,United States of America,2006,$1000000,$10018.0
Billu,Comedy-Drama,hi,Red Chillies Entertainment,India,2009,$5750000,$10000000.0
Margaret,Drama,en,Fox Searchlight Pictures,United States of America,2011,$14000000,$46495.0
Aloha Bobby and Rose,Drama-Romance,en,Columbia Pictures,United States of America,1975,$60000,$35000000.0
Taare Zameen Par,Drama,hi,Aamir Khan Productions,India,2007,$2600000,$28430000.0
Nick and Norah's Infinite Playlist,Comedy-Music-Romance,en,Columbia Pictures,United States of America,2008,$9000000,$32973937.0
Youth,Comedy-Drama,it,France 2 Cinema,United Kingdom,2015,$13360000,$2000000.0
Teenage Mutant Ninja Turtles,Science Fiction-Action-Adventure-Comedy-Family,en,New Line Cinema,Hong Kong,1990,$13500000,$202000000.0
Micmacs,Action-Comedy-Crime,fr,France 2 Cinema,France,2009,$33000000,$14000000.0
A Low Down Dirty Shame,Action-Comedy-Crime,en,Caravan Pictures,United States of America,1994,$10000000,$29392418.0
The Possession,Horror-Thriller,en,Ghost House Pictures,United States of America,2012,$14000000,$85446075.0
Charlotte's Web,Comedy-Family-Fantasy,en,Paramount Pictures,Germany,2006,$85000000,$144000000.0
Major Dundee,War-Western,en,Columbia Pictures Corporation,United States of America,1965,$3800000,$14873.0
Mortal Kombat,Action-Fantasy,en,New Line Cinema,United States of America,1995,$18000000,$122195920.0
Baptists at Our Barbecue,Romance-Comedy,en,Halestorm entertainment,United States of America,2004,$500000,$173306.0
Nine Lives,Fantasy-Comedy-Family,en,EuropaCorp,China,2016,$30000000,$44200000.0
The Purge- Election Year,Action-Horror-Thriller,en,Universal Pictures,France,2016,$10000000,$118587880.0
The Terminal,Comedy-Drama,en,DreamWorks SKG,United States of America,2004,$60000000,$219417255.0
Money No Enough,Comedy,en,JSP Films,Singapore,1998,$600000,$4100000.0
Devil in a Blue Dress,Drama-Mystery-Thriller,en,TriStar Pictures,United States of America,1995,$27000000,$16140822.0
Tanz der Zuckerfee,Drama,de,macherstube,Switzerland,2016,$10000,$2000.0
The Mist,Science Fiction-Horror-Thriller,en,Darkwoods Productions,United States of America,2007,$18000000,$57096190.0
