Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Cake,Drama,en,Echo Films,United States of America,2014,$7000000,$2360281.0
Alone in the Dark,Horror-Thriller,en,New Line Cinema,United States of America,1982,$20000000,$8178569.0
The Secret of NIMH,Fantasy-Animation-Drama-Family,en,United Artists,United States of America,1982,$7000000,$14665733.0
Life of Brian,Comedy,en,HandMade Films,United Kingdom,1979,$4000000,$20045115.0
A History of Violence,Drama-Thriller-Crime,en,New Line Cinema,Germany,2005,$32000000,$60740827.0
The Fly,Drama-Horror-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1958,$700000,$3000000.0
The Amateur,Action-Crime-Thriller,en,none,Canada,1981,$10000000,$6892098.0
Razia Sultan,Drama,hi,none,India,1983,$100000,$100000.0
The Host,Horror-Drama-Science Fiction,ko,Cineclick Asia,South Korea,2006,$11000000,$88489643.0
Deadfall,Crime-Drama-Thriller,en,Trimark Pictures,United States of America,1993,$10000000,$18.0
Money Train,Action-Comedy-Crime,en,Columbia Pictures,United States of America,1995,$60000000,$35431113.0
The Wave,Action-Drama-Thriller,no,Fantefilm,Norway,2015,$5904067,$12975143.0
The Girl on the Train,Crime-Drama-Mystery-Romance-Thriller,en,DreamWorks,United States of America,2016,$45000000,$172616616.0
Lfe Happens,Comedy,en,Stardust Pictures,Canada,2011,$930000,$30905.0
Alatriste,Action,es,Twentieth Century Fox Film Corporation,Spain,2006,$24000000,$23321954.0
The Eye,Drama-Horror-Thriller,en,Paramount Vantage,United States of America,2008,$12000000,$56309766.0
Dune,Action-Science Fiction-Adventure,en,Dino De Laurentiis Company,United States of America,1984,$40000000,$30925690.0
Run Lola Run,Action-Drama-Thriller,de,X-Filme Creative Pool,Germany,1998,$1530000,$7267585.0
Step Up,Music-Drama-Romance-Crime,en,Summit Entertainment,United States of America,2006,$12000000,$114194847.0
Stitches,Horror,en,Bord Scannan na heireann,Ireland,2012,$100000,$95000.0
The Prince,Thriller-Action,en,Grindstone Entertainment Group,United States of America,2014,$18000000,$266586800.0
Ghostbusters,Action-Fantasy-Comedy,en,Columbia Pictures,United States of America,2016,$144000000,$229147509.0
Along Came a Spider,Crime-Mystery-Thriller-Action,en,Paramount Pictures,Canada,2001,$60000000,$105178561.0
The Glass House,Drama-Thriller,en,Original Film,United States of America,2001,$30000000,$23619609.0
American Pie,Comedy-Romance,en,Universal Pictures,United States of America,1999,$11000000,$235483004.0
The Vow,Drama-Romance,en,Spyglass Entertainment,United States of America,2012,$30000000,$196114570.0
Cutthroat Island,Action-Adventure,en,,France,1995,$98000000,$18517322.0
Shaolin,Action-Drama,cn,Emperor Motion Pictures,China,2011,$29000000,$33662874.0
Hunting Elephants,Comedy-Crime,he,United King Films,Israel,2013,$2300000,$4500000.0
The Transporter,Action-Crime-Thriller,en,TF1 Films Productions,United States of America,2002,$21000000,$43928932.0
Um Suburbano Sortudo,Comedy,pt,Downtown Filmes,Brazil,2016,$6000000,$11600000.0
District 13- Ultimatum,Action-Thriller-Crime,fr,Sofica Europacorp,France,2009,$15000000,$8786375.0
Of Gods and Men,Drama-History,fr,Why Not Productions,France,2010,$4000000,$41424067.0
It's All Gone Pete Tong,Drama-Comedy-Music,en,none,Canada,2004,$2000000,$120620.0
Bullet to the Head,Action-Crime-Thriller,en,Dark Castle Entertainment,Switzerland,2013,$55000000,$9489829.0
Madagascar 3- Europe's Most Wanted,Animation-Family,en,DreamWorks Animation,United States of America,2012,$145000000,$746921274.0
Spider-Man,Fantasy-Action,en,Columbia Pictures,United States of America,2002,$139000000,$821708551.0
Gremlins 2- The New Batch,Comedy-Horror-Fantasy,en,Amblin Entertainment,United States of America,1990,$50000000,$41482207.0
Raman Raghav 2.0,Thriller-Crime,hi,Phantom Films,India,2016,$521873,$1013926.0
Eye in the Sky,Drama-Thriller-War,en,Entertainment One,United Kingdom,2015,$13000000,$18700837.0
The Man from Snowy River,Family-Drama-Action-Western-Romance,en,Cambridge Productions,Australia,1982,$3500000,$20659423.0
Heaven is for Real,Drama,en,TriStar Pictures,United States of America,2014,$12000000,$101332962.0
Body of Evidence,Drama-Thriller-Romance,en,Metro-Goldwyn-Mayer (MGM),Germany,1993,$30000000,$13273595.0
One Two Three,Comedy-Family,en,The Mirisch Corporation,United States of America,1961,$3000000,$4000000.0
Under Suspicion,Mystery-Thriller,en,Revelations Entertainment,United States of America,2000,$25000000,$260562.0
Flipped,Romance-Drama,en,Reiner - Greisman Productions,United States of America,2010,$14000000,$1755212.0
Naqoyqatsi,Documentary-Drama-Music-Thriller,en,Qatsi Productions,United States of America,2002,$3000000,$13308.0
New Jack City,Thriller-Crime-Drama,en,Warner Bros.,United States of America,1991,$8500000,$47624253.0
Paramasivan,Action-Drama-Foreign-Thriller,en,Kanagarathna Movies,India,2006,$500000,$500000.0
The Marrying Man,Action-Comedy-Romance-Thriller,en,Hollywood Pictures,United States of America,1991,$26000000,$12454768.0
Jimmy P.,Drama,en,Why Not Productions,France,2013,$10000000,$30283.0
Knock Knock,Drama-Thriller,en,Universum Film (UFA),Chile,2015,$2500000,$6341684.0
Species,Science Fiction-Horror-Action,en,,United States of America,1995,$35000000,$113000000.0
The Ice Storm,Drama,en,Fox Searchlight Pictures,France,1997,$18000000,$8038061.0
San Francisco,Music-Drama-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1936,$1300000,$5273000.0
Used Cars,Action-Comedy,en,Columbia Pictures Corporation,United States of America,1980,$8000000,$11715321.0
The Man with the Iron Fists,Action,en,Arcade Pictures,Hong Kong,2012,$15000000,$15608545.0
The Fourth Kind,Mystery-Science Fiction-Thriller,en,Universal Pictures,United States of America,2009,$10000000,$42333295.0
They Live,Action-Horror-Science Fiction-Thriller,en,Universal Pictures,United States of America,1988,$4000000,$13008928.0
The Last Wave,Drama-Mystery-Thriller,en,Australian Film Commission,Australia,1977,$810000,$1258000.0
Spanglish,Comedy,en,Gracie Films,United States of America,2004,$80000000,$55041367.0
The Devil Wears Prada,Comedy-Drama-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2006,$35000000,$326551094.0
The Game,Drama-Thriller-Mystery,en,PolyGram Filmed Entertainment,United States of America,1997,$50000000,$109423648.0
Foolproof,Action,en,Alliance Atlantis Communications,Canada,2003,$8256269,$460978.0
The Bad News Bears,Comedy-Family,en,Paramount Pictures,United States of America,1976,$35000000,$35323292.0
Bodyguard,Romance-Action-Comedy,te,none,India,2012,$8000000,$9000000.0
Dope,Crime-Drama-Comedy,en,Forest Whitaker's Significant Productions,United States of America,2015,$700000,$17986781.0
Are We There Yet-,Adventure-Comedy-Family-Romance,en,Columbia Pictures,United States of America,2005,$32000000,$97918663.0
Hot Shots Part Deux,Action-Comedy-War,en,Twentieth Century Fox Film Corporation,United States of America,1993,$25000000,$133752825.0
The 6th Day,Science Fiction,en,Phoenix Pictures,United States of America,2000,$82000000,$96085477.0
Carrie,Drama-Horror,en,Screen Gems,United States of America,2013,$30000000,$82394288.0
The Debt,Drama-Thriller,en,Miramax Films,United States of America,2010,$20000000,$45636368.0
The Sessions,Drama-Romance-Comedy,en,Rhino Films,United States of America,2012,$1000000,$9138338.0
D'Unbelievables One Hell of a Do,Adventure-Comedy-Drama-Family-Music-TV Movie,en,Southern Comedy Theatre Company,Ireland,2011,$20000,$50000.0
For a Good Time Call,Comedy,en,AdScott Pictures,United States of America,2012,$850000,$1243961.0
Solaris,Drama-Science Fiction-Mystery-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2002,$47000000,$30002758.0
Monster-in-Law,Romance-Comedy,en,New Line Cinema,United States of America,2005,$43000000,$154749918.0
The Secret of My Success,Comedy,en,Universal Pictures,United States of America,1987,$12000000,$110996879.0
Exit Wounds,Action-Crime-Thriller,en,NPV Entertainment,Canada,2001,$50000000,$79958599.0
The Bad Lieutenant- Port of Call - New Orleans,Drama-Crime,en,Saturn Films,United States of America,2009,$25000000,$10589102.0
Machete Kills,Action-Crime-Thriller,en,Open Road Films,United States of America,2013,$12000000,$15008161.0
Thor,Adventure-Fantasy-Action,en,Marvel Studios,United States of America,2011,$150000000,$449326618.0
Heavy Traffic,Animation-Comedy-Drama,en,Steve Krantz Productions,United States of America,1973,$950000,$1500000.0
Rashomon,Crime-Drama-Mystery,ja,Daiei Motion Picture Company,Japan,1950,$250000,$96568.0
The November Man,Crime-Action-Thriller,en,Irish Dreamtime,United Kingdom,2014,$15000000,$32556119.0
Green Eyes,Romance-Drama,en,SMG Pictures,United States of America,2013,$20000,$5000.0
Once,Drama-Music-Romance,en,Summit Entertainment,Ireland,2007,$160000,$20710513.0
The Tourist,Action-Thriller-Romance,en,Columbia Pictures,United Kingdom,2010,$100000000,$278731369.0
Death Wish 2,Action-Crime-Thriller,en,Cannon Films,United States of America,1982,$2000000,$45000000.0
The Kid Stays in the Picture,Documentary,en,Ministry of Propaganda Films,United States of America,2002,$40000,$1434436.0
Zoom,Fantasy-Comedy-Family,en,Columbia Pictures,United States of America,2006,$35000000,$12506188.0
Gossip,Drama-Mystery-Thriller,en,,United States of America,2000,$14000000,$5108820.0
Shrek,Adventure-Animation-Comedy-Family-Fantasy,en,DreamWorks SKG,United States of America,2001,$60000000,$484409218.0
The Lords of Flatbush,Drama,en,Columbia Pictures,United States of America,1974,$160000,$4000000.0
John Wick- Chapter 2,Thriller-Action-Crime,en,Thunder Road Pictures,United States of America,2017,$40000000,$166835326.0
We Own the Night,Drama-Crime-Thriller,en,Columbia Pictures,United States of America,2007,$21000000,$54926886.0
Resident Evil- Retribution,Action-Horror-Science Fiction,en,Davis-Films,Canada,2012,$65000000,$240159255.0
Carnage,Comedy-Drama,en,Wild Bunch,Spain,2011,$25000000,$27603069.0
Tell Me O Kkhuda,,hi,H. M. Creations,India,2011,$90000,$185656.0
Wonderland,Crime-Drama-Mystery-Thriller,en,Lions Gate Films,Canada,2003,$5000000,$2466444.0
Charly,Drama-Romance-Science Fiction,en,ABC Pictures,United States of America,1968,$950000,$814666.0
Wrong Number,,ur,YNH Films,Pakistan,2015,$390000,$1570000.0
Roar,Adventure-Thriller,en,American Filmworks,United States of America,1981,$17000000,$2000000.0
Pixels,Action-Comedy-Science Fiction,en,Columbia Pictures,United States of America,2015,$88000000,$243637091.0
Capture the Flag,Comedy-Animation-Adventure,es,Lightbox Entertainment,Spain,2015,$14000000,$8306690.0
Drowning Mona,Comedy-Crime-Mystery,en,Code Entertainment,United States of America,2000,$16000000,$15427192.0
Central Station,Drama,pt,MACT Productions,Brazil,1998,$2900000,$5596708.0
Black Dynamite,Action-Comedy,en,Destination Films,United States of America,2009,$2900000,$296557.0
Daddy's Little Girls,Comedy-Drama-Romance,en,Lions Gate Films,United States of America,2007,$10000000,$31609243.0
The Goalie's Anxiety at the Penalty Kick,Crime-Drama,de,osterreichischer Rundfunk (ORF),Austria,1972,$410000,$100.0
Wedding Crashers,Comedy-Romance,en,New Line Cinema,United States of America,2005,$40000000,$285176741.0
Set It Off,Drama-Action-Crime,en,New Line Cinema,United States of America,1996,$9000000,$41590886.0
New Kids Turbo,Action-Comedy,nl,Comedy Central,Netherlands,2010,$1500000,$8786756.0
Olympus Has Fallen,Action-Thriller,en,Nu Image Films,United States of America,2013,$70000000,$161025640.0
RockNRolla,Action-Crime-Thriller,en,StudioCanal,United Kingdom,2008,$18000000,$25739015.0
The Best Years of Our Lives,Drama-History-Romance,en,Samuel Goldwyn Company,United States of America,1946,$2100000,$23650000.0
Hellraiser,Horror,en,Cinemarque Entertainment BV,United Kingdom,1987,$1000000,$14564027.0
Neighbors,Comedy,en,,United States of America,1981,$8500000,$29916207.0
Cloudy with a Chance of Meatballs 2,Animation-Family-Comedy,en,Columbia Pictures,United States of America,2013,$78000000,$248384621.0
Legends of Oz- Dorothy's Return,Animation-Music-Family,en,Prana Animation Studios,India,2013,$70000000,$18662027.0
Ode to Billy Joe,Drama-Romance,en,Warner Bros.,United States of America,1976,$1100000,$27000000.0
City Lights,Comedy-Drama-Romance,en,Charles Chaplin Productions,United States of America,1931,$1500000,$19181.0
Little Fockers,Comedy-Romance,en,Paramount Pictures,United States of America,2010,$100000000,$310650585.0
Arante Mulla Kochu Mulla,Drama-Family,ml,Gajaraja Films,India,1984,$10000,$15000.0
Men in Black 3,Action-Comedy-Science Fiction,en,Amblin Entertainment,United States of America,2012,$225000000,$624026776.0
I Am Legend,Drama-Horror-Action-Thriller-Science Fiction,en,Village Roadshow Pictures,United States of America,2007,$150000000,$585349010.0
Pan,Adventure-Family-Fantasy,en,Warner Bros.,United States of America,2015,$150000000,$128388320.0
Seven Pounds,Drama,en,Columbia Pictures,United States of America,2008,$55000000,$168167691.0
Wyatt Earp,Drama-Action-Western,en,Tig Productions,United States of America,1994,$63000000,$25052000.0
Hatchet II,Horror-Comedy-Thriller,en,ArieScope Pictures,United States of America,2010,$2500000,$52604.0
Miss Potter,Drama-Family-Romance,en,BBC Films,United Kingdom,2006,$30000000,$35078241.0
A Nightmare on Elm Street,Horror,en,New Line Cinema,United States of America,1984,$1800000,$25504513.0
The Wedding Date,Comedy-Romance,en,26 Films,United States of America,2005,$15000000,$47175038.0
Crocodile Dundee in Los Angeles,Adventure-Comedy,en,Bungalow Productions,Australia,2001,$21150000,$39438674.0
X-Men- Days of Future Past,Action-Adventure-Fantasy-Science Fiction,en,Twentieth Century Fox Film Corporation,United Kingdom,2014,$250000000,$747862775.0
Paris je t'aime,Drama-Romance,fr,Filmazure,France,2006,$13000000,$4857367.0
Welcome Home Roscoe Jenkins,Comedy-Drama,en,Universal Pictures,United States of America,2008,$35000000,$43650785.0
No One Lives,Horror-Thriller,en,Pathe,United States of America,2013,$2900000,$74918.0
An Unmarried Woman,Drama-Romance-Comedy,en,Twentieth Century Fox Film Corporation,United States of America,1978,$2515000,$24000000.0
Iron Man 3,Action-Adventure-Science Fiction,en,Marvel Studios,China,2013,$200000000,$1215439994.0
Halo Legends,Action-Animation-Science Fiction,en,Microsoft,Japan,2010,$100000,$1000000.0
Alone With Her,Crime-Drama-Romance-Thriller,en,The Weinstein Company,United States of America,2006,$1000000,$10018.0
2001- A Space Odyssey,Science Fiction-Mystery-Adventure,en,Stanley Kubrick Productions,United Kingdom,1968,$10500000,$68700000.0
The Core,Action-Thriller-Adventure-Science Fiction,en,Paramount Pictures,United States of America,2003,$60000000,$74208267.0
Step Up Revolution,Music-Drama-Romance,en,Summit Entertainment,United States of America,2012,$33000000,$140470746.0
Sweet Home Alabama,Comedy-Romance,en,Touchstone Pictures,United States of America,2002,$30000000,$180622424.0
Step Up 2- The Streets,Music-Drama-Romance,en,Summit Entertainment,United States of America,2008,$23000000,$150816700.0
High Fidelity,Comedy-Drama-Romance-Music,en,Buena Vista,United Kingdom,2000,$30000000,$47126295.0
A Family On Edge,Adventure-Crime-Drama-Family-Romance-Thriller,en,Cinesational Films,United States of America,2015,$100000,$200.0
Outland,Science Fiction,en,The Ladd Company,United Kingdom,1981,$16000000,$17374595.0
Kundun,Drama,en,Touchstone Pictures,United States of America,1997,$28000000,$5684789.0
The Specialist,Action-Thriller,en,Jerry Weintraub Productions,Peru,1994,$45000000,$170362582.0
Van Helsing,Horror-Adventure-Action,en,Universal Pictures,Czech Republic,2004,$160000000,$300257475.0
Run All Night,Action-Crime-Drama-Mystery-Thriller,en,Vertigo Entertainment,United States of America,2015,$50000000,$71561644.0
The Great Outdoors,Comedy,en,Universal Pictures,United States of America,1988,$24000000,$43455230.0
No Escape,Action-Thriller,en,Bold Films,United States of America,2015,$5000000,$54418872.0
Cannonball,Action,en,New World Pictures,United States of America,1976,$780000,$1500000.0
Glee- The Concert Movie,Documentary-Music-Family,en,Twentieth Century Fox Film Corporation,United States of America,2011,$9000000,$18663238.0
A Most Wanted Man,Thriller,en,Senator Film Produktion,United Kingdom,2014,$15000000,$31554855.0
Guardians of the Galaxy Vol. 2,Action-Adventure-Comedy-Science Fiction,en,,United States of America,2017,$200000000,$853466981.0
Megamind,Animation-Action-Comedy-Family-Science Fiction,en,DreamWorks Animation,United States of America,2010,$130000000,$321885765.0
Final Destination,Horror,en,New Line Cinema,United States of America,2000,$23000000,$53302314.0
Amores perros,Drama-Thriller,es,Altavista Films,Mexico,2000,$2000000,$20908467.0
Starsky & Hutch,Comedy-Crime,en,Weed Road Pictures,United States of America,2004,$60000000,$170268750.0
The Final Destination,Horror-Mystery,en,New Line Cinema,United States of America,2009,$40000000,$186167139.0
The Sentinel,Action-Thriller-Crime,en,Twentieth Century Fox Film Corporation,United States of America,2006,$60000000,$77920346.0
Monte Carlo,Adventure-Comedy-Romance,en,Dune Entertainment,Hungary,2011,$20000000,$17425000.0
Nine 1-2 Weeks,Drama-Romance,en,Metro-Goldwyn-Mayer (MGM),United States of America,1986,$17000000,$6735922.0
Muriel's Wedding,Drama-Comedy-Romance,en,Ciby 2000,Australia,1994,$3000000,$15119639.0
The Signal,Thriller-Science Fiction,en,Automatik Entertainment,United States of America,2014,$4000000,$600896.0
All Dogs Go to Heaven,Drama-Animation-Family-Comedy-Fantasy,en,United Artists,Ireland,1989,$13800000,$27100027.0
Bravo,Drama-History,ro,HI Film Productions,France,2015,$1379375,$105097.0
Bel Ami,Romance-Drama,en,Rai Cinema,Italy,2012,$9000000,$8303261.0
Treasure Planet,Adventure-Animation-Family-Fantasy-Science Fiction,en,Walt Disney Pictures,United States of America,2002,$140000000,$109578115.0
Gladiators of Rome,Animation,it,Rainbow S.r.l.,Italy,2012,$40000000,$10079201.0
Quest for Fire,Adventure-Drama,xx,Belstar Productions,Canada,1981,$12000000,$55260558.0
17 Again,Comedy,en,New Line Cinema,United States of America,2009,$20000000,$136267476.0
Hideaway,Drama-Thriller,en,TriStar Pictures,United States of America,1995,$15000000,$12201255.0
Catcher- Cat City 2,Animation,hu,none,Hungary,2007,$3296709,$1267198.0
Gattaca,Thriller-Science Fiction-Mystery-Romance,en,Columbia Pictures,United States of America,1997,$36000000,$12532777.0
C.H.U.D.,Horror-Science Fiction,en,New World Pictures,United States of America,1984,$1250000,$3412497.0
Taxi,Thriller-Action-Comedy-Crime,en,Twentieth Century Fox Film Corporation,France,2004,$25000000,$36609966.0
Don't Breathe,Crime-Horror-Thriller,en,United States of America,2016,$9900000,$156144761.0
Batman Returns,Action-Fantasy,en,PolyGram Filmed Entertainment,United Kingdom,1992,$80000000,$280000000.0
The Rum Diary,Drama-Comedy,en,FilmEngine,United States of America,2011,$45000000,$24000000.0
The Other Woman,Comedy-Romance,en,Twentieth Century Fox Film Corporation,United States of America,2014,$40000000,$196781193.0
My Best Girl,Drama-Comedy-Romance,en,Mary Pickford Company,United States of America,1927,$483103,$1027757.0
13 Going on 30,Comedy-Fantasy-Romance,en,Columbia Pictures,United States of America,2004,$37000000,$96455697.0
Bombay Velvet,Crime-Drama-Thriller,hi,Phantom Productions,India,2015,$18000000,$1500000.0
The Broken Hearts Club- A Romantic Comedy,Comedy-Drama-Romance,en,none,United States of America,2000,$1000000,$1744858.0
The Man Who Knew Too Little,Comedy-Thriller-Crime-Action,en,Regency Enterprises,United States of America,1997,$20000000,$13801755.0
Tough Guys Don't Dance,Drama-Comedy-Crime-Mystery-Thriller,en,Zoetrope Studios,United States of America,1987,$5000000,$858250.0
Ennai Thalatta Varuvala,Drama-Romance,ta,none,India,2003,$500000,$500000.0
Harley Davidson and the Marlboro Man,Action-Thriller,en,Metro-Goldwyn-Mayer (MGM),United States of America,1991,$23000000,$7434726.0
Razorback,Horror,en,McElroy & McElroy,Australia,1984,$5500000,$801000.0
Meet the Spartans,Comedy,en,Regency Enterprises,United States of America,2008,$30000000,$84646831.0
Shattered,Mystery-Thriller,en,Palace Pictures,United States of America,1991,$22000000,$11511031.0
From Paris with Love,Action-Crime-Thriller,en,Apipoulai,United Kingdom,2010,$52000000,$52826594.0
Sea of Love,Drama-Crime-Mystery,en,Universal Pictures Corporation,United States of America,1989,$19000000,$110879513.0
RED,Action-Adventure-Comedy-Crime-Thriller,en,DC Comics,United States of America,2010,$58000000,$71664962.0
Taken,Action-Thriller,en,Twentieth Century Fox Film Corporation,France,2008,$25000000,$226830568.0
Riding Giants,Documentary,en,none,France,2004,$2600000,$3166000.0
The Wood,Comedy-Drama-Romance,en,MTV Films,United States of America,1999,$6000000,$25059640.0
Babe,Fantasy-Drama-Comedy-Family,en,Universal Pictures,Australia,1995,$30000000,$254134910.0
Chaos,Drama-Action-Crime,en,Current Entertainment,Canada,2005,$12000000,$10289.0
Gods and Monsters,Drama,en,Lions Gate Films,United Kingdom,1998,$10000000,$6451628.0
We Were Soldiers,Action-History-War,en,Paramount Pictures,Germany,2002,$75000000,$114660784.0
Raise Your Voice,Music-Drama-Romance,en,New Line Cinema,United States of America,2004,$15000000,$14867514.0
All the time in the World,Comedy-Drama-Romance,nl,NL Film,Netherlands,2011,$2000000,$676045.0
In the Forests of Siberia,Drama-Adventure,fr,Nord-Ouest Films,France,2016,$3500000,$1492523.0
High Anxiety,Comedy-Music,en,Twentieth Century Fox Film Corporation,United States of America,1977,$3400000,$31063038.0
Star Trek Beyond,Science Fiction,en,Paramount Pictures,United States of America,2016,$185000000,$343471816.0
Boyz n the Hood,Crime-Drama,en,Columbia Pictures Corporation,United States of America,1991,$6500000,$57504069.0
Constantine,Drama-Fantasy-Horror,en,Village Roadshow Pictures,Germany,2005,$100000000,$230884728.0
TRON- Legacy,Adventure-Action-Science Fiction,en,,United States of America,2010,$170000000,$400062763.0
Young Frankenstein,Comedy-Science Fiction,en,Twentieth Century Fox Film Corporation,United States of America,1974,$2800000,$86273333.0
Graduation,Drama,ro,Why Not Productions,Belgium,2016,$2000000,$343617.0
Johnson Family Vacation,Comedy-Family,en,Fox Searchlight Pictures,United States of America,2004,$12000000,$31179516.0
Hero,Drama-Adventure-Action-History,zh,Beijing New Picture Film Co. Ltd.,China,2002,$31000000,$177394432.0
The Counselor,Thriller-Crime-Drama,en,Ingenious Media,United Kingdom,2013,$25000000,$71009334.0
22 Female Kottayam,Crime-Drama-Romance-Thriller,ml,Film Brewery,India,2012,$400000,$500000.0
Sliding Doors,Comedy-Drama-Fantasy-Romance,en,Paramount Pictures,United Kingdom,1998,$6000000,$58000000.0
Donnie Brasco,Crime-Drama-Thriller,en,TriStar Pictures,United States of America,1997,$35000000,$41954997.0
The Extraordinary Adventures of Adele Blanc-Sec,Fantasy-Adventure-Action-Mystery,fr,TF1 Films Productions,France,2010,$25000000,$34100000.0
Harper,Action-Drama-Thriller-Crime-Mystery,en,Warner Bros.,United States of America,1966,$3500000,$12000000.0
Walk of Shame,Comedy,en,Lakeshore Entertainment,United States of America,2014,$15000000,$59209.0
Teenage Mutant Ninja Turtles,Science Fiction-Action-Adventure-Fantasy-Comedy,en,Paramount Pictures,United States of America,2014,$125000000,$477200000.0
The Departed,Drama-Thriller-Crime,en,Vertigo Entertainment,Hong Kong,2006,$90000000,$289847354.0
Sherlock Holmes,Action-Adventure-Crime-Mystery,en,Village Roadshow Pictures,Germany,2009,$90000000,$524028679.0
Married to the Mob,Comedy-Crime-Romance,en,Orion Pictures,United States of America,1988,$10000000,$21486757.0
A Civil Action,Drama,en,Paramount Pictures,United States of America,1998,$70000000,$56702901.0
Whatever It Takes,Drama-Comedy-Romance,en,Columbia Pictures Corporation,United States of America,2000,$15000000,$9902115.0
Pane e burlesque,Comedy,it,Italian International Film,Italy,2014,$2000000,$319180.0
Shorts,Comedy-Family,en,Warner Bros. Pictures,United Arab Emirates,2009,$40000000,$28972508.0
Platoon,Drama-War-Action,en,Orion Pictures,United Kingdom,1986,$6000000,$138530565.0
Thunderball,Adventure-Action-Thriller,en,Eon Productions,Bahamas,1965,$5500000,$141195658.0
Con Air,Action-Thriller-Crime,en,Jerry Bruckheimer Films,United States of America,1997,$75000000,$224012234.0
Snake Eyes,Crime-Mystery,en,Paramount Pictures,Canada,1998,$73000000,$103891409.0
Inside Out,Drama-Comedy-Animation-Family,en,Walt Disney Pictures,United States of America,2015,$175000000,$857611174.0
The Perfect Game,Drama-Family,en,HighRoad Entertainment,United States of America,2010,$12500000,$3878993.0
The Longest Day,Action-Drama-History-War,en,Twentieth Century Fox Film Corporation,United States of America,1962,$10000000,$50100000.0
Wazir,Thriller-Action,hi,Getaway Films,India,2016,$5200000,$9200000.0
Season of the Witch,Adventure-Fantasy-Action,en,Atlas Entertainment,United States of America,2011,$40000000,$88100000.0
Special Forces,Action-Drama-War,fr,,France,2011,$10000000,$10759.0
Go,Crime-Comedy-Thriller,en,Columbia Pictures,United States of America,1999,$6500000,$28451622.0
Der Tag des Jorun,Science Fiction,en,none,Germany,1997,$5000,$22000.0
All About the Benjamins,Action-Adventure-Comedy,en,New Line Cinema,United States of America,2002,$14000000,$25482931.0
Alvin and the Chipmunks,Comedy-Music-Family-Fantasy-Animation,en,Dune Entertainment,United States of America,2007,$60000000,$361366633.0
Vanishing on 7th Street,Mystery-Horror-Thriller,en,Plum Pictures,United States of America,2010,$10000000,$1068682.0
Space Pirate Captain Harlock,Animation-Science Fiction,ja,Toei Animation Company,Japan,2013,$30000000,$17137302.0
Corpse Bride,Romance-Fantasy-Animation-Music,en,Tim Burton Animation Company,United States of America,2005,$40000000,$117195061.0
Paradise,Drama-Family-Romance,en,Touchwood Pacific Partners 1,United States of America,1991,$34000000,$18634643.0
Pitch Black,Thriller-Science Fiction-Action,en,Interscope Communications,United States of America,2000,$23000000,$53187659.0
Poor White Trash,Crime-Comedy,en,Kingsize Entertainment,United States of America,2000,$1200000,$1404.0
Down,Action-Horror-Mystery-Thriller,en,First Floor Features,Netherlands,2001,$15000000,$163169.0
Mrs. Miniver,Drama,en,Metro-Goldwyn-Mayer (MGM),United States of America,1942,$1344000,$13500000.0
The Lazarus Project,Drama-Thriller,en,Be Good Productions,United Kingdom,2008,$9750000,$558000.0
The Natural,Drama,en,TriStar Pictures,United States of America,1984,$28000000,$47951979.0
My Cousin Vinny,Comedy-Drama,en,Twentieth Century Fox Film Corporation,United States of America,1992,$11000000,$64088552.0
Lockout,Action-Thriller-Science Fiction,en,Canal,France,2012,$20000000,$32204030.0
The Grand Budapest Hotel,Comedy-Drama,en,Fox Searchlight Pictures,United Kingdom,2014,$30000000,$174600318.0
Star Trek IV- The Voyage Home,Science Fiction-Adventure,en,,United States of America,1986,$24000000,$133000000.0
Me and Orson Welles,Comedy-Drama-Romance,en,Isle of Man Film,United States of America,2009,$25000000,$2336172.0
Wings of Desire,Drama-Fantasy-Romance,de,Road Movies Filmproduktion GmbH,Germany,1987,$2500000,$3200000.0
Alone in the Dark,Action-Fantasy-Horror-Thriller,en,Boll Kino Beteiligungs GmbH & Co. KG,Canada,2005,$20000000,$10442808.0
The Perfect Guy,Drama-Thriller,en,Screen Gems,United States of America,2015,$12000000,$60273173.0
Hesher,Drama,en,DRO Entertainment,United States of America,2010,$7000000,$382946.0
Love Story,Drama-Romance,en,Paramount Pictures,United States of America,1970,$2200000,$136400000.0
Mulan,Animation-Family-Adventure,en,Walt Disney Pictures,United States of America,1998,$90000000,$304320254.0
Extremely Loud & Incredibly Close,Drama,en,Paramount Pictures,United States of America,2011,$40000000,$55247881.0
Revelation,Horror-Action-Thriller,en,none,United States of America,1999,$5000000,$206626.0
The Molly Maguires,Drama-History,en,Paramount Pictures,United States of America,1970,$11000000,$2200000.0
Serenity,Science Fiction-Action-Adventure-Thriller,en,Universal Pictures,United States of America,2005,$39000000,$38869464.0
2 Days in New York,Comedy,en,Senator Film Produktion,France,2012,$8000000,$1653792.0
Captive,Crime-Drama-Thriller,en,Itaca Films,United States of America,2015,$2000000,$2801508.0
Sweet Sweetback's Baadasssss Song,Action-Drama-Romance,en,Yeah,United States of America,1971,$150000,$15200000.0
Unlawful Entry,Crime-Thriller,en,20th Century Fox,Japan,1992,$23000000,$57138719.0
