Id Empresa,Nombre Empresa,Pais,Fundacion,Industria,Empleados,Ingresos Anuales(USD MM),Gastos Anuales(USD MM)
259-06-0200,Realpoint,Chile,2007,Comercio,299,$14470.35,$1402.94
648-50-2587,Realcube,Colombia,2005,Comercio,224,$13281.22,$3300.46
561-33-4119,Jaloo,Colombia,2013,Energia,51,$11026.48,$1122.52
528-83-8795,Jamia,Argentina,2015,Comercio,225,$5126.60,$3248.57
756-29-2130,Fanoodle,Argentina,2007,Entretenimiento,182,$11050.74,$2681.20
497-30-8745,Skivee,Argentina,2013,,98,$19449.47,$3920.77
535-40-6840,Chatterpoint,Colombia,2013,,82,$5909.86,$2796.78
779-12-5429,Abata,Colombia,2009,Comunicaciones,280,$13487.54,$1608.55
338-45-0742,Oyoba,Colombia,2005,Medicina,277,$18284.41,$2165.09
880-22-0399,Zooxo,Bolivia,2008,Finanzas,237,$7258.29,$1049.90
472-52-4645,Gigabox,Colombia,2009,Tecnologia,287,$15730.72,$1443.26
454-82-8852,Meedoo,Argentina,2007,,97,$18263.74,$1847.16
321-94-4831,Myworks,Colombia,2012,Otros,65,$9207.78,$2114.27
896-99-4357,Mudo,Bolivia,2001,Medicina,264,$18243.26,$2625.80
162-36-7019,Skiptube,Argentina,2011,Tecnologia,29,$13243.83,$3575.46
730-32-6478,Livefish,Uruguay,2006,Comunicaciones,243,$10916.27,$1303.57
765-23-3898,Midel,Colombia,2009,Energia,100,$19557.04,$3309.49
471-53-6979,Youtags,Colombia,2008,Otros,227,$7455.96,$3227.88
654-79-6068,Mymm,Chile,2005,Tecnologia,281,$10539.54,$2207.31
111-75-4614,Edgeclub,Bolivia,2013,Energia,222,$7243.28,$3213.73
703-64-0088,Twitterwire,Argentina,2001,Construccion,20,$12001.19,$3071.23
124-98-3186,Flashpoint,Chile,2008,Tecnologia,101,$15597.94,$3718.71
691-04-4258,Edgetag,Argentina,2014,Construccion,184,$14514.41,$3278.94
380-84-6054,Oyoyo,Argentina,2002,Energia,165,$9797.77,$2677.96
730-70-5656,Vipe,Argentina,2012,Tecnologia,44,$6466.98,$2755.44
891-65-8482,Innojam,Argentina,2013,Comercio,196,$10660.79,$1026.99
,Dabvine,,2006,Comercio,46,$7061.81,$3314.27
235-51-5331,Shuffletag,Chile,2005,Construccion,183,$5308.89,$2033.42
613-68-1395,Eazzy,Argentina,2011,,172,$12889.10,$1725.04
606-67-4118,Linktype,Argentina,2003,Energia,282,$9863.97,$3051.92
897-01-3614,Livefish,Colombia,2008,Comercio,38,$7169.58,$3592.77
156-76-9647,Mydo,Argentina,2009,,182,$19556.22,$1078.11
799-90-9104,Jetwire,Argentina,2001,Finanzas,207,$13551.12,$3359.30
351-36-8724,Yabox,Argentina,2008,Tecnologia,162,$18515.93,$3101.61
255-45-9757,Quinu,Colombia,2003,Transporte,52,$13019.83,$1809.38
161-21-0455,Buzzshare,Argentina,2008,,218,$11775.82,$1763.79
530-30-2445,Roomm,Bolivia,2010,Medicina,139,$6497.61,$1977.53
881-09-5245,Youspan,Colombia,2008,Finanzas,297,$5692.41,$3359.76
837-88-6910,Skibox,Colombia,2006,Entretenimiento,239,$9347.87,$1799.72
637-75-2573,Fanoodle,Colombia,2007,Finanzas,280,$8946.78,$2890.39
348-50-5523,Fivespan,Argentina,2013,Entretenimiento,203,$14754.75,$1954.32
291-46-0966,Kare,Colombia,2015,Entretenimiento,144,$10344.27,$2365.51
490-91-2882,Lazzy,Chile,2011,Comunicaciones,61,$13312.66,$2268.00
765-75-7945,Vidoo,Colombia,2008,Tecnologia,35,$7550.16,$1022.97
518-82-0298,Gabtune,Colombia,2012,Medicina,131,$7828.49,$1887.07
387-01-0769,Ainyx,Argentina,2012,Transporte,187,$15226.66,$2193.66
477-13-9584,Dabvine,Bolivia,2003,Entretenimiento,30,$8788.51,$3232.18
282-77-9776,Jazzy,Colombia,2005,Finanzas,64,$19641.90,$2631.44
360-47-7180,Aivee,Chile,2010,Entretenimiento,230,$5223.58,$2258.80
634-38-9986,Trudoo,Argentina,2006,Transporte,188,$7773.31,$3568.53
594-70-0391,Roodel,Colombia,2003,Entretenimiento,159,$15920.22,$1951.93
783-90-1576,Quire,Chile,2013,,42,$8317.24,$2533.73
622-21-4404,Blognation,Argentina,2002,Comunicaciones,78,$14020.38,$2276.57
221-88-9662,Vinder,Argentina,2007,Construccion,129,$12066.48,$2877.04
526-72-2316,Rhyzio,Argentina,2010,Construccion,271,$19904.88,$2356.14
272-27-5667,Jayo,Argentina,2011,Energia,50,$14385.53,$2352.99
893-89-6494,Babbleset,Chile,2011,Comunicaciones,119,$7989.62,$2178.61
855-73-9697,Plambee,Colombia,2010,Energia,156,$18424.57,$3691.71
869-23-0706,Bubbletube,Uruguay,2010,Medicina,171,$8978.31,$1241.30
597-72-1670,Skidoo,Argentina,2015,Finanzas,67,$7235.30,$3743.08
763-18-6693,Linklinks,Argentina,2001,Tecnologia,175,$8736.65,$3835.77
550-26-1724,Yambee,Colombia,2008,Finanzas,53,$15966.76,$2040.45
152-93-0307,Nlounge,Argentina,2004,Entretenimiento,210,$14637.22,$2737.30
380-51-2327,Edgeify,Argentina,2001,Entretenimiento,228,$16442.31,$3867.03
862-52-1588,Tekfly,Colombia,2015,Comunicaciones,211,$11184.17,$1738.54
742-77-2847,Rhynyx,Argentina,2002,,92,$7991.31,$1829.76
789-98-3613,Brainverse,Colombia,2008,Tecnologia,183,$18633.60,$2471.19
793-62-7185,Eire,Argentina,2014,Entretenimiento,19,$17952.39,$3192.37
658-96-9443,Riffpath,Uruguay,2012,Entretenimiento,167,$17676.39,$2373.89
287-77-2558,Tekfly,Colombia,2008,,109,$8616.25,$2743.11
489-49-7937,Youfeed,Chile,2004,Energia,213,$12095.73,$1692.33
638-24-6245,Innotype,Argentina,2007,Comunicaciones,62,$14937.21,$2179.74
353-82-7391,Feedspan,Colombia,2003,Otros,155,$15215.14,$2687.98
550-04-4017,Flipopia,Colombia,2004,Comercio,161,$6611.87,$3138.25
305-57-1041,Npath,Argentina,2003,Transporte,52,$7145.28,$2108.26
248-97-9464,Innotype,Colombia,2008,Medicina,198,$15377.77,$1503.95
184-12-2447,Skiba,Colombia,2004,Comunicaciones,105,$14849.81,$2492.74
892-62-9564,Tagcat,Argentina,2012,Comunicaciones,83,$17307.71,$2836.31
799-28-4161,Yodoo,Argentina,2002,Entretenimiento,69,$18203.72,$3740.30
476-83-3012,Bluejam,Colombia,2008,Entretenimiento,138,$15843.18,$3150.36
207-76-1276,Topiczoom,Chile,2012,Transporte,258,$16544.47,$3428.79
534-77-2804,Tazzy,Colombia,2002,Comunicaciones,107,$14566.94,$2089.42
271-20-5159,Trudeo,Uruguay,2013,Transporte,86,$11460.52,$2167.49
869-26-1968,Teklist,Argentina,2002,,224,$10267.15,$2947.41
726-43-4708,Yombu,Argentina,2014,Transporte,226,$13632.22,$1962.97
467-53-2826,Photobean,Argentina,2001,,69,$15000.49,$3171.18
538-88-2699,Browseblab,Colombia,2005,Energia,128,$19093.16,$2228.03
275-06-0630,Podcat,Bolivia,2013,Medicina,265,$7010.49,$2401.12
834-05-2025,Brightdog,Colombia,2007,Tecnologia,144,$19044.43,$1689.39
616-65-7906,Oyonder,Bolivia,2011,Otros,264,$16925.31,$1443.51
,Eayo,,2009,Tecnologia,43,$19321.99,$3454.77
744-44-0744,Feedspan,Colombia,2002,Entretenimiento,80,$17213.87,$1903.17
423-71-1307,Thoughtstorm,Colombia,2004,Construccion,47,$7349.16,$3641.41
590-84-9450,Kanoodle,Colombia,2007,,198,$14546.65,$3650.63
639-08-7939,Dabtype,Colombia,2003,Construccion,44,$14964.16,$2696.64
864-13-2185,Skinix,Colombia,2004,Otros,157,$16730.08,$1781.05
461-86-9134,Trudoo,Argentina,2009,Finanzas,129,$10449.59,$1749.75
595-29-4261,Feednation,Argentina,2012,Otros,181,$18311.62,$1222.20
584-58-9246,Topicshots,Argentina,2007,Construccion,110,$7620.46,$2330.44
229-13-9103,Geba,Colombia,2007,Tecnologia,119,$8002.47,$3382.89
166-21-1469,Innotype,Argentina,2004,,232,$14742.53,$2980.04
354-28-5739,Meejo,Colombia,2007,Otros,57,$16385.94,$2788.00
680-42-9072,Lazz,Uruguay,2006,,280,$17208.64,$1176.69
123-82-6816,Gabtype,Chile,2004,,192,$14394.49,$3836.29
460-41-8995,Aimbu,Colombia,2007,Otros,72,$5382.36,$3581.93
846-97-2779,Zoovu,Bolivia,2010,Construccion,90,$13696.50,$1283.29
346-40-1106,Skyba,Bolivia,2010,Comercio,131,$6446.15,$3048.81
505-85-6995,Youspan,Colombia,2011,Tecnologia,236,$17846.96,$2781.68
218-53-8092,Twimm,Uruguay,2005,Construccion,149,$16283.72,$1457.32
371-35-9825,BlogXS,Argentina,2002,Entretenimiento,226,$17943.13,$1553.12
481-61-3548,Buzzbean,Argentina,2012,Finanzas,278,$18072.54,$2611.66
375-06-4990,Trunyx,Colombia,2002,Energia,256,$7341.55,$2360.33
357-33-7724,Avaveo,Colombia,2014,Comunicaciones,270,$6626.35,$3918.54
632-08-2419,Abatz,Colombia,2003,Comunicaciones,199,$13322.46,$3948.82
491-78-1932,Fivechat,Argentina,2006,Energia,68,$6915.02,$1537.54
267-52-4200,Tambee,Argentina,2013,Entretenimiento,173,$8353.78,$1483.45
761-65-5778,Topdrive,Chile,2004,Energia,185,$11255.03,$1851.90
324-25-8606,Cogilith,Chile,2014,Construccion,86,$5817.88,$1296.50
706-16-8009,Meembee,Argentina,2012,Finanzas,41,$10526.56,$3375.62
664-68-2245,Quimm,Colombia,2008,Tecnologia,249,$14004.72,$1061.13
713-10-4203,Chatterbridge,Colombia,2002,Energia,28,$18457.50,$1303.06
616-16-6407,Yodel,Colombia,2006,Medicina,234,$13030.09,$2408.83
481-77-1346,Fivebridge,Argentina,2010,Medicina,225,$9799.87,$3104.03
211-32-6287,Geba,Argentina,2002,Medicina,285,$15124.65,$2527.58
724-60-6062,Aivee,Colombia,2001,,153,$11457.89,$3610.77
331-28-2115,Gevee,Argentina,2009,,300,$7174.97,$3547.01
832-12-2600,Jaloo,Argentina,2003,Transporte,280,$17357.53,$1342.76
625-15-3284,Voomm,Colombia,2009,Transporte,31,$13242.06,$3921.90
191-69-2776,Innotype,Colombia,2001,,220,$12412.32,$1288.51
,Babblestorm,,2013,Comunicaciones,47,$13106.13,$2298.59
,Quatz,,2012,Finanzas,224,$14172.36,$2103.69
194-45-2240,Agivu,Argentina,2015,Comercio,168,$13477.99,$2214.93
827-37-5153,Feedmix,Argentina,2002,Comercio,256,$16996.25,$2419.05
132-27-5714,Vidoo,Colombia,2009,Comercio,245,$15568.95,$1407.78
219-88-0391,Tanoodle,Argentina,2008,Entretenimiento,177,$13947.46,$1489.94
176-90-2185,Youspan,Colombia,2003,Energia,80,$17869.16,$1605.92
603-73-1346,Demivee,Argentina,2005,Entretenimiento,189,$11105.51,$2824.68
556-49-5048,Nlounge,Colombia,2012,Construccion,275,$10670.91,$1686.07
251-90-4237,Dabfeed,Argentina,2012,Construccion,93,$8274.06,$3868.36
353-66-9901,Agimba,Chile,2005,Otros,236,$5214.76,$2195.03
390-41-7974,Dabshots,Argentina,2011,Finanzas,53,$14593.36,$3771.25
333-22-7489,Realfire,Argentina,2013,Energia,39,$15749.19,$2608.92
385-23-8205,Trudeo,Bolivia,2003,Energia,101,$16389.79,$1386.38
159-26-3889,Katz,Argentina,2001,Entretenimiento,263,$16439.44,$1805.23
217-29-2068,Rhybox,Argentina,2001,Entretenimiento,89,$13921.36,$3485.17
218-10-2194,Fanoodle,Colombia,2010,Finanzas,154,$11998.57,$3609.00
814-35-8733,Twitterwire,Colombia,2002,Construccion,118,$10354.19,$3676.74
751-10-4504,Agimba,Argentina,2005,,109,$16258.39,$1270.16
273-67-2136,Livefish,Colombia,2011,Otros,248,$7066.70,$2675.23
632-92-1698,Eadel,Uruguay,2005,Transporte,239,$16512.32,$3995.32
,Kanoodle,,2011,Finanzas,112,$5157.79,$2592.81
446-30-3599,Bluezoom,Argentina,2008,Entretenimiento,62,$14235.87,$3631.12
627-49-0394,Browseblab,Colombia,2006,Comercio,108,$9442.37,$3017.45
832-39-3514,Jamia,Colombia,2011,,190,$19135.63,$2873.30
570-84-7887,Roombo,Argentina,2013,Otros,53,$11225.65,$2141.71
732-16-3002,Browsetype,Argentina,2015,Entretenimiento,242,$18199.35,$1622.18
252-92-9386,Shufflester,Colombia,2005,Otros,126,$13569.26,$1587.97
203-25-7762,Tanoodle,Colombia,2009,Otros,221,$6801.45,$1802.54
279-60-1010,Livetube,Argentina,2012,Medicina,232,$6617.73,$1312.66
610-04-0548,Jayo,Colombia,2014,Transporte,194,$11253.83,$3008.67
820-31-0352,Jetpulse,Colombia,2014,Medicina,98,$12072.26,$2248.30
240-26-4297,Fatz,Argentina,2005,Entretenimiento,273,$18343.64,$3194.69
439-45-2337,Kwinu,Argentina,2002,Otros,89,$10532.91,$1640.76
153-82-2827,Avavee,Argentina,2015,,114,$16047.57,$1075.18
486-82-0324,Tambee,Colombia,2014,Energia,119,$7591.76,$3960.45
473-16-3813,Dynabox,Bolivia,2005,Energia,222,$13010.77,$1149.18
683-52-0056,Fatz,Chile,2008,Energia,149,$16134.76,$2563.69
429-94-6279,Brainbox,Argentina,2007,Otros,284,$7277.93,$1974.94
673-61-1694,Thoughtblab,Colombia,2014,Construccion,283,$12905.15,$2878.63
701-49-4641,Topicware,Argentina,2008,,19,$8232.14,$1753.62
151-11-0973,Muxo,Colombia,2009,Comercio,53,$13291.67,$2182.31
566-86-2697,Mita,Argentina,2006,Entretenimiento,104,$18574.83,$2196.28
805-88-3105,Kwinu,Colombia,2011,Comunicaciones,210,$17945.36,$2571.88
692-75-1191,Meembee,Colombia,2002,Finanzas,20,$12469.35,$3492.01
424-97-1467,Flipbug,Argentina,2012,Tecnologia,88,$13903.05,$3554.76
159-99-9058,Rhybox,Argentina,2014,Finanzas,237,$14532.42,$3870.96
340-94-3283,Quaxo,Colombia,2002,Construccion,103,$12417.82,$3844.46
841-85-1369,Meevee,Colombia,2004,Medicina,56,$14419.88,$1578.97
227-15-8822,Pixope,Argentina,2002,Entretenimiento,21,$18175.90,$3914.68
877-92-7293,Jabberstorm,Colombia,2002,Energia,75,$9653.06,$3015.04
477-97-6933,Teklist,Colombia,2002,Comercio,235,$9972.53,$3032.71
863-66-7743,Mycat,Argentina,2007,Comercio,168,$6338.05,$3425.81
660-86-2676,Digitube,Argentina,2007,Tecnologia,146,$6495.38,$3050.52
394-48-0970,Photospace,Colombia,2003,Comercio,142,$15628.96,$1489.15
822-81-2202,Quimba,Chile,2008,Energia,63,$6054.27,$3765.73
695-17-6107,Trupe,Colombia,2004,Entretenimiento,105,$11911.77,$2094.10
428-24-3724,Eidel,Argentina,2014,Otros,267,$17563.35,$3323.60
472-10-2999,Jabbersphere,Argentina,2006,Comercio,65,$9521.12,$3922.86
788-94-7473,Voonte,Colombia,2012,Medicina,35,$17007.39,$1168.98
347-01-0052,Devcast,Argentina,2004,Otros,219,$13787.46,$1069.65
711-29-1305,Trupe,Chile,2003,Entretenimiento,83,$19861.41,$1647.26
116-34-3012,Thoughtblab,Argentina,2004,Otros,278,$12380.80,$2814.41
762-16-4241,Buzzshare,Argentina,2005,Medicina,140,$19703.17,$1495.68
278-03-1978,Ozu,Uruguay,2010,Energia,165,$14127.11,$2516.06
477-43-1924,Midel,Colombia,2002,Entretenimiento,96,$19755.42,$1164.26
825-05-9025,Voolith,Argentina,2009,Comercio,102,$5237.17,$3598.57
184-33-5237,Topicstorm,Chile,2014,Tecnologia,70,$6628.44,$1616.17
161-83-8433,Divavu,Colombia,2012,Medicina,253,$8085.13,$1355.97
754-51-6962,Mydeo,Chile,2013,Comunicaciones,92,$18988.82,$3048.77
807-23-9892,Realcube,Argentina,2003,Construccion,104,$8253.83,$2857.65
385-01-1694,Kanoodle,Colombia,2009,Energia,82,$8141.79,$2932.22
374-53-9007,Mydeo,Argentina,2004,Comercio,72,$17239.72,$3396.62
554-25-7812,Ailane,Colombia,2012,Energia,86,$14857.51,$1487.06
700-85-8592,Flipopia,Colombia,2004,Transporte,298,$18193.98,$3269.63
852-95-7512,Jayo,Argentina,2010,Medicina,185,$16918.33,$1522.30
127-47-5902,Katz,Colombia,2001,Comercio,228,$17474.35,$3189.66
350-84-6667,Tazzy,Bolivia,2001,,275,$19132.99,$3120.30
168-93-6051,Skajo,Colombia,2002,Tecnologia,72,$12472.80,$1836.72
782-29-1575,Oyoba,Chile,2004,Energia,171,$10104.53,$1856.15
620-33-3383,Flashdog,Chile,2013,Transporte,273,$6111.23,$2861.87
714-47-9190,Voonte,Colombia,2003,Tecnologia,287,$6569.83,$3289.39
235-52-8329,Gabtype,Argentina,2008,Energia,96,$8634.88,$1289.17
,Centimia,,2012,Comunicaciones,143,$9417.49,$2946.82
260-70-6102,Realbuzz,Colombia,2010,Comunicaciones,145,$11580.67,$1478.22
563-55-2775,Trunyx,Colombia,2005,Otros,277,$16616.31,$3571.35
114-02-3345,Yakijo,Argentina,2015,Finanzas,209,$10179.73,$1513.54
496-67-6339,Janyx,Bolivia,2005,Tecnologia,226,$6706.13,$1494.53
,Yodel,,2001,Transporte,255,$9292.93,$1088.59
486-92-9750,Zazio,Chile,2014,Transporte,277,$14286.86,$1708.71
598-39-9438,Izio,Argentina,2004,Otros,244,$18373.68,$3845.60
,Rhynyx,,2007,Entretenimiento,125,$18253.31,$2743.94
216-34-5998,Linkbridge,Argentina,2006,Medicina,240,$18805.10,$1644.07
211-63-0255,Rhynoodle,Chile,2012,Finanzas,65,$5950.21,$3319.27
660-88-0301,Skimia,Bolivia,2004,Tecnologia,285,$16796.54,$2831.77
746-30-5496,Npath,Argentina,2010,Comunicaciones,296,$8820.67,$3663.92
697-61-9971,Twimbo,Colombia,2002,Finanzas,221,$19668.71,$3078.89
131-04-3982,Abatz,Colombia,2011,Otros,89,$17469.09,$1904.62
139-20-4178,Jaxspan,Chile,2003,Otros,16,$17113.64,$2199.59
178-18-6812,Roombo,Argentina,2007,Construccion,128,$17926.61,$2877.26
201-94-2445,Quamba,Argentina,2011,Energia,69,$16260.65,$1146.96
361-88-4454,Demizz,Argentina,2013,,280,$16307.55,$1989.46
772-52-4988,Browsecat,Colombia,2005,Medicina,119,$15319.76,$2161.60
272-57-8705,Livetube,Uruguay,2011,Otros,141,$9237.68,$1101.77
578-86-2124,Myworks,Argentina,2010,Medicina,239,$18259.67,$3462.40
597-97-4812,Livefish,Bolivia,2006,Tecnologia,47,$9837.25,$1110.35
292-77-0138,Skipfire,Colombia,2013,Energia,222,$15957.90,$1066.43
872-06-8691,Oyoloo,Argentina,2011,Transporte,107,$14325.10,$3686.99
359-86-5149,Oba,Argentina,2005,Transporte,30,$7982.90,$1348.59
807-52-9398,Realcube,Argentina,2010,Medicina,90,$15823.54,$1502.11
194-16-4897,Eadel,Colombia,2011,Energia,18,$14024.15,$3899.97
713-18-3398,Photobug,Colombia,2005,Comercio,228,$7895.74,$2703.95
553-70-7238,Lazz,Colombia,2011,Comunicaciones,108,$8119.00,$2192.59
734-05-2993,Photofeed,Argentina,2005,Energia,246,$7062.61,$3874.82
668-14-4903,Plambee,Argentina,2013,Energia,116,$8588.68,$2792.52
277-91-9021,Kwinu,Colombia,2002,Medicina,277,$6449.09,$2146.70
108-11-4105,Yotz,Bolivia,2008,Comunicaciones,106,$14206.03,$1688.46
873-85-5703,Rhynoodle,Chile,2006,Comunicaciones,233,$11664.92,$1623.84
349-41-8311,Skinder,Argentina,2012,Transporte,273,$12230.48,$3005.65
506-70-4682,Feedfish,Colombia,2013,,118,$15872.65,$3766.68
408-56-3090,Youopia,Colombia,2004,Tecnologia,231,$8070.10,$3704.81
289-38-9212,Fanoodle,Bolivia,2002,,100,$18533.60,$2367.12
790-23-4311,Youspan,Bolivia,2013,,31,$9662.53,$1919.97
150-04-7824,Skiba,Colombia,2004,Finanzas,209,$5952.18,$3672.57
214-29-0450,Zoozzy,Colombia,2014,Comunicaciones,128,$11056.43,$2065.69
294-22-0377,Tekfly,Colombia,2008,,126,$13896.49,$2738.91
106-71-4153,Bubblemix,Colombia,2002,Transporte,67,$10327.04,$1394.62
527-20-5392,Jamia,Argentina,2013,Entretenimiento,234,$14497.41,$2747.39
251-57-8798,Cogidoo,Argentina,2001,Comercio,240,$10625.58,$1916.20
670-14-5176,Kamba,Colombia,2009,,59,$9459.86,$2575.10
307-80-7398,Zoombox,Colombia,2005,Entretenimiento,176,$15355.90,$2109.59
255-23-2558,Flashpoint,Bolivia,2003,Tecnologia,99,$17425.53,$3744.42
157-39-4381,Wordtune,Colombia,2003,Otros,23,$8700.68,$2555.75
595-39-4557,Riffpedia,Argentina,2003,Medicina,277,$7014.60,$2994.66
837-88-1288,Skimia,Argentina,2003,Energia,73,$12973.09,$2957.44
299-04-6653,Agivu,Argentina,2012,Construccion,23,$13448.30,$3701.57
633-33-2684,Buzzbean,Argentina,2005,Finanzas,27,$8168.63,$3340.69
396-48-1373,Avaveo,Argentina,2008,Otros,177,$6191.95,$1986.86
456-49-3299,Aimbu,Colombia,2001,Otros,211,$10675.00,$2040.89
186-24-6127,Twiyo,Colombia,2010,Comunicaciones,195,$11885.83,$1766.90
343-61-7287,Trudoo,Uruguay,2003,Medicina,122,$18534.35,$2865.09
887-82-4832,Kwimbee,Argentina,2006,Otros,81,$19871.99,$3363.92
638-31-3705,Muxo,Colombia,2001,Finanzas,171,$10120.10,$2836.52
782-30-6544,Blogtag,Argentina,2003,Energia,186,$14420.43,$2423.71
235-55-6057,Shuffletag,Colombia,2012,Finanzas,35,$15854.34,$1495.53
236-49-7171,Thoughtstorm,Argentina,2013,Construccion,266,$8979.33,$3895.52
878-81-0461,Skiba,Bolivia,2002,Transporte,272,$19899.83,$2386.17
756-66-8246,Eazzy,Colombia,2010,Comercio,208,$19037.51,$2680.29
501-55-4755,Tagfeed,Argentina,2006,Energia,117,$8194.29,$3449.93
278-20-8318,Feedfire,Argentina,2002,Medicina,218,$18927.94,$3172.70
757-82-9890,Yodoo,Bolivia,2001,Energia,288,$9057.62,$2857.96
451-17-7401,Zoonder,Chile,2004,Construccion,171,$16852.44,$1725.86
102-30-7022,Oyope,Uruguay,2005,Comunicaciones,17,$11942.40,$3219.15
159-96-2055,Jaxnation,Argentina,2001,Otros,175,$18526.31,$3118.07
469-74-7976,Quinu,Argentina,2012,Tecnologia,147,$8242.31,$1212.53
151-04-3612,Ozu,Colombia,2010,Construccion,48,$14108.36,$2203.04
806-99-5434,Skivee,Uruguay,2013,Energia,108,$16775.08,$1939.23
749-33-7264,Fliptune,Argentina,2015,Construccion,55,$10055.76,$1302.53
209-07-5965,Skimia,Argentina,2004,Construccion,198,$6023.29,$1737.23
462-31-0758,Kimia,Argentina,2002,Finanzas,91,$15923.29,$2146.55
,Skinder,,2013,Tecnologia,248,$9877.47,$2437.18
422-94-0712,Realbridge,Colombia,2013,Otros,37,$10104.55,$3533.72
219-38-4365,Zoomlounge,Argentina,2013,Construccion,300,$15012.42,$2486.28
638-58-9272,Cogilith,Argentina,2006,Otros,290,$15371.49,$1312.02
405-42-7552,Skimia,Argentina,2014,Finanzas,93,$12819.63,$3787.80
846-35-9814,Geba,Bolivia,2005,Energia,154,$14368.53,$3469.02
663-93-5253,Realcube,Chile,2010,Medicina,289,$10076.22,$1135.94
653-13-0770,Photobean,Argentina,2011,Medicina,72,$15027.15,$1708.21
